cpf,numero_beneficio,codigo_especie,codigo_situacao,data_inicio
71345234546,634554770562,31,ATV,2015-07-03
36332095490,687311142716,80,ATV,2013-07-11
93125540771,650733197731,87,CES,2006-12-09
15409756738,541754810031,87,CES,2014-11-25
71336997028,648931330848,32,ATV,2018-12-13
34933741271,764720748182,31,ATV,2017-05-17
68362431407,232619602458,80,ATV,2012-05-19
40523638760,800000955158,46,ATV,2013-03-06
39565420109,472966991335,42,CES,2024-02-12
6227798690,256003242556,81,ATV,2020-07-13
28788722821,179131736445,31,ATV,2017-01-28
45694616464,595082996079,80,CES,2007-06-26
35144590373,227093036253,81,ATV,2022-05-18
68193895584,517918733141,31,SUS,2013-08-01
53362050107,190864001986,81,ATV,2009-01-12
97685770962,126626229228,46,ATV,2013-06-06
95088534418,651446173228,88,ATV,2024-05-03
289065518,830548774656,32,ATV,2009-12-20
65269807246,164898683315,80,ATV,2016-03-17
61437337163,618632471054,31,CES,2020-11-17
83122281449,513831828393,81,ATV,2024-04-18
38096594877,302842330615,42,CES,2007-05-18
82600967818,671127731538,46,SUS,2020-08-16
68426762824,859355009380,31,ATV,2005-10-22
69174037684,142747862115,80,ATV,2010-03-27
33231679532,589152187557,46,ATV,2016-07-03
73512857051,188700940150,81,CES,2009-10-05
31087139570,587804639709,42,ATV,2012-07-31
83607083479,598495247038,46,ATV,2018-06-07
18387019828,710940745920,81,ATV,2024-02-19
59526290593,661051272901,46,CES,2007-03-17
65754260938,717136798005,88,ATV,2019-02-15
33909526594,855031166072,88,REV,2010-01-30
92622166702,980607092305,87,ATV,2009-03-03
31220199575,449289930572,80,ATV,2009-08-11
23800977206,747968254176,31,ATV,2008-03-03
94961231983,211635473787,31,ATV,2008-01-28
49094505487,731291570928,80,ATV,2019-05-30
99789723075,109371871716,88,ATV,2005-03-03
47916090503,246135211866,42,ATV,2024-12-28
90786213973,561543394576,87,ATV,2007-09-08
24119455661,492037060404,32,ATV,2007-12-19
88537649961,115534583069,31,ATV,2019-01-09
21275918956,559411673738,31,ATV,2007-06-25
6722989704,743800934432,80,ATV,2024-12-26
90502296542,117914477571,80,ATV,2020-11-21
59299409161,726236783920,81,ATV,2008-01-16
97015694077,223461154573,42,ATV,2020-01-14
30333382676,658807855980,32,ATV,2008-09-29
73727822015,465562778096,80,ATV,2014-08-18
95405825042,173701479453,32,ATV,2018-11-20
98234155369,332885649460,42,ATV,2025-04-20
46037538379,973837841975,32,ATV,2023-01-15
22616145197,368784394489,42,CES,2005-04-25
32472872640,930659534192,42,ATV,2016-04-07
63609985569,463694967118,81,ATV,2009-02-11
42658456816,601103759362,81,ATV,2005-10-25
628987102,809998115855,31,REV,2023-07-29
82188131444,270761110913,31,ATV,2024-04-15
96402395269,972468495209,42,ATV,2008-04-06
19829425096,157095716556,87,CES,2006-05-01
12684059306,126914032923,42,ATV,2014-03-26
94549432004,681029756246,88,ATV,2016-07-29
25504995493,146481185448,46,ATV,2024-11-14
18666004789,304984532375,81,ATV,2007-08-02
40775835196,268876477869,81,ATV,2011-02-06
58616986510,646738319248,42,ATV,2019-11-19
57689395716,656707840029,88,ATV,2005-07-14
45013301122,758709846212,87,ATV,2005-05-27
667656332,698382626822,42,ATV,2014-03-25
33846661430,292884063643,42,ATV,2013-11-19
87859110385,838068899099,46,ATV,2005-02-05
59850931078,914231794141,87,ATV,2017-04-23
89142692997,678513343219,87,ATV,2010-04-12
62383184063,287256333574,46,ATV,2015-02-03
33687375978,418100087417,46,ATV,2016-08-11
67194958600,972049878390,46,SUS,2015-04-03
98370677304,732219037050,42,ATV,2014-12-04
36248355568,344075169186,81,ATV,2018-09-13
92974667104,724208101792,46,ATV,2017-08-29
59138320355,970552367839,42,REV,2019-07-30
14315956163,317825372172,81,ATV,2014-05-05
19609403336,336525513751,88,ATV,2007-05-18
48522849110,412626353899,31,ATV,2007-09-05
3372909380,495916936536,88,ATV,2022-09-28
64515324950,523915146787,81,ATV,2013-11-02
2956897659,635283150718,32,ATV,2010-03-16
50232886172,459694197485,87,ATV,2005-06-14
18907064423,544982121705,80,ATV,2018-11-29
32599577829,781539924285,81,ATV,2015-09-14
41002764602,705504086769,32,CES,2020-09-01
78118048837,257259874149,87,ATV,2015-07-03
73493727100,319614657892,32,CES,2007-10-07
95590798590,425528521796,42,ATV,2018-01-30
96714186002,518834714132,88,CES,2017-09-03
32326306422,823389151275,42,ATV,2018-03-15
72483162533,148046150165,81,ATV,2010-11-25
81248683790,991733853527,88,ATV,2017-07-17
28914964000,449804033769,31,ATV,2009-03-31
45103282496,580024777455,32,ATV,2016-03-02
13957503515,721505636275,31,ATV,2019-03-17
90101233914,443837477358,46,SUS,2008-07-05
10904677966,770346292152,31,ATV,2010-07-01
73889521010,268365944985,81,CES,2011-02-18
72313661121,410770197903,87,ATV,2013-10-07
69545145510,415346102326,46,ATV,2008-07-08
50104198745,213129182185,81,ATV,2017-02-15
9509859370,857805306922,46,CES,2011-09-12
4774280372,317919547866,88,ATV,2014-12-07
14676381107,950317309079,32,ATV,2015-09-12
30678983895,480597937979,42,ATV,2013-11-20
32165324882,947546751253,80,ATV,2022-11-30
8200661687,294183147505,46,ATV,2013-02-21
52086778732,956045537878,88,ATV,2014-06-01
53858674206,605817056366,31,ATV,2019-12-20
20644954361,597284759667,46,CES,2014-11-27
36805539943,365675854198,32,CES,2005-10-15
47472054119,606288939364,88,ATV,2013-04-26
65999540739,761561764030,42,SUS,2009-10-03
85287408897,110826419179,32,ATV,2006-09-12
21332884490,719572817482,46,ATV,2021-04-12
21468829211,149853485965,80,ATV,2014-07-01
26932720094,522927085122,31,CES,2011-11-07
85790611486,864422999506,88,ATV,2017-07-19
56652498316,132677132715,88,CES,2020-10-31
20221187740,234305994329,80,ATV,2017-09-04
30601453000,358132230156,87,ATV,2014-04-06
8935737607,130391065202,80,ATV,2012-09-16
1525712721,539299748240,46,ATV,2015-07-31
11115817116,341900442555,32,REV,2016-06-24
90745505171,251496563142,46,SUS,2010-02-10
78083109053,529003697677,81,ATV,2020-11-08
19976578563,425063928640,31,SUS,2008-08-30
17426580598,438637357890,88,CES,2008-10-18
49363857433,297974634257,31,ATV,2005-07-12
36139600286,301083626757,31,SUS,2005-06-19
98537695572,932026082027,42,ATV,2009-07-04
15597080180,479682604373,81,ATV,2009-06-11
41216628904,361600584535,42,ATV,2014-12-21
59814685135,419886241109,42,ATV,2024-01-24
19451670688,688563638223,42,ATV,2010-01-05
52834664854,331924812944,88,ATV,2016-08-29
37222064567,307082043544,32,ATV,2024-05-28
23494928932,568326963320,31,ATV,2021-02-04
13078804364,261275406192,31,ATV,2012-06-29
99829453782,169708468697,88,ATV,2007-12-18
98409527812,514834598640,31,ATV,2021-08-13
96224760233,199732090811,80,ATV,2016-06-13
53619363080,566228013557,31,ATV,2016-01-29
3430781043,434711693431,31,ATV,2019-07-22
91869816765,109095965321,31,ATV,2013-10-13
28268973579,282612414174,31,REV,2015-07-20
42963978774,491652811239,88,ATV,2007-05-05
61788510739,512257848106,88,ATV,2018-01-14
21165520958,341678280539,88,ATV,2019-08-13
96251916230,139138017515,88,ATV,2017-11-26
61168960223,853221754113,88,ATV,2018-07-30
66816598881,676892711210,46,ATV,2007-11-17
12604113384,686938741776,88,ATV,2013-08-05
93434716700,415680344470,87,CES,2009-04-29
92499423897,807038352931,80,ATV,2019-08-28
16538081010,256862311607,80,ATV,2009-10-02
74903912450,802939483736,81,ATV,2009-07-02
55817634619,381684055865,31,ATV,2025-05-19
87116573836,532902277215,31,SUS,2022-02-07
85736160838,817994283616,80,ATV,2018-06-28
80131648292,694741474583,80,ATV,2010-08-26
80733532705,688882561704,42,ATV,2021-02-08
40398870420,397505427984,42,ATV,2014-08-04
64407435704,604114710406,32,CES,2012-09-22
25409006747,836929129205,32,ATV,2012-11-02
51854719998,870197329082,81,ATV,2009-01-22
45555653719,920934543896,87,SUS,2023-01-16
84760126406,118632197437,42,ATV,2019-04-12
89152483509,166466728887,87,ATV,2011-06-23
31416698566,958359987658,87,REV,2022-11-09
19898367555,201582442635,88,ATV,2020-03-21
84330409445,491475303893,88,CES,2022-09-08
80633511773,890579191067,88,ATV,2012-03-02
59309417340,333672936596,46,ATV,2011-12-06
66929252581,553008473444,81,ATV,2015-05-30
54603269315,630260404464,31,ATV,2011-08-22
26504668558,999978652230,81,ATV,2025-08-19
1027358322,890738842618,81,ATV,2023-08-11
86191349815,864988678000,80,ATV,2017-06-22
3126841856,280152040404,81,ATV,2024-01-16
77100195446,981520111640,88,REV,2018-04-01
87803878610,628680598880,31,ATV,2024-02-18
16941693320,395351499978,42,CES,2015-10-12
94234028100,749355570657,81,ATV,2008-08-14
92632768543,332817971086,46,ATV,2016-05-26
16711606140,598701095391,80,ATV,2019-09-28
36277459651,428654020955,81,ATV,2021-01-18
32176114469,541192038163,81,ATV,2018-11-09
14704096319,625807022614,42,ATV,2019-02-20
40157012409,173452936279,87,ATV,2020-01-14
12095116810,142336289742,32,ATV,2025-06-12
90042594731,657747661594,32,ATV,2009-04-03
94315966100,797635612080,31,ATV,2006-07-22
53616149800,257988192694,32,ATV,2005-04-23
37620147365,606484801098,87,REV,2009-10-08
61523733799,189576013030,31,ATV,2021-07-10
73674957396,290939369343,32,ATV,2006-08-19
60061676543,934245866614,80,ATV,2006-02-11
91935993402,211726803442,32,SUS,2023-06-15
42509022938,626515542653,81,ATV,2005-03-06
82325655865,994840025664,42,CES,2005-02-12
37688348676,755476428886,88,ATV,2013-01-19
66378103470,440882866067,42,ATV,2007-07-16
56232940814,239673077940,32,CES,2008-05-12
60001464000,333298961111,80,REV,2005-10-15
49080834521,556979392693,32,ATV,2021-04-08
48989154855,742917893641,87,ATV,2007-08-01
30344362205,878761033288,80,ATV,2024-07-20
6981504570,350907124086,32,ATV,2022-02-28
66780451223,653526814366,31,ATV,2020-02-12
24908029849,279434527410,31,ATV,2009-11-13
2376234638,831211233598,42,ATV,2024-02-28
59929093702,743116779055,42,ATV,2009-07-28
5396195908,616226718609,81,ATV,2018-03-30
46262939482,611953748827,80,ATV,2014-03-25
89979765917,670694883881,32,ATV,2017-09-16
34933643504,984457157178,80,ATV,2008-02-08
39259590337,245403306855,32,ATV,2016-05-24
56543553413,411231480609,87,ATV,2025-05-20
53938886943,613476339520,87,ATV,2019-12-16
57266209331,245771062131,32,SUS,2013-01-13
95562985845,671640784680,88,ATV,2014-08-11
48579267250,664661135658,46,ATV,2006-03-22
31117632423,722452667266,87,ATV,2014-10-09
79206519212,863516983409,88,ATV,2011-03-14
4992064361,134038291406,87,SUS,2014-04-17
50724514708,184168527716,88,ATV,2010-07-01
48560984119,744075399601,31,ATV,2010-08-14
66777360409,488708830847,46,SUS,2019-01-17
51508466866,429657227319,46,ATV,2008-05-30
36617241851,790623357479,80,REV,2015-04-28
16457762476,142329551684,46,ATV,2015-08-19
38276568696,858918452996,80,ATV,2011-01-03
14617145834,626411689832,31,REV,2014-09-23
29606060357,140240561054,31,ATV,2011-11-05
55386087002,954092347608,81,ATV,2024-12-04
43897603942,564566305067,42,ATV,2016-10-26
32952725810,739746645808,87,ATV,2008-12-06
20774691450,788694200538,31,ATV,2016-08-18
16581592331,724159698529,31,ATV,2013-02-16
71702584046,164121382629,87,ATV,2011-04-12
92587718503,918478333496,80,SUS,2009-05-13
51097152383,889502888406,32,ATV,2017-09-01
77819616172,886989344880,80,SUS,2008-02-04
31868086429,172149361228,81,ATV,2024-01-06
64781495958,450472140666,80,REV,2015-10-25
63220113400,884522918203,87,SUS,2005-10-14
12107987270,587700498538,42,ATV,2018-07-15
70130280887,660470023330,46,ATV,2013-04-30
33306770744,104407262352,32,ATV,2007-11-30
44806737682,794377697833,88,ATV,2013-09-20
72669059740,786712551937,88,ATV,2012-09-28
99113527576,584031043311,46,ATV,2025-01-30
66037196575,907782005315,42,ATV,2019-12-06
75487409218,944686439665,42,ATV,2011-04-04
92251030000,352287273696,81,ATV,2023-07-17
6039184418,433449580689,46,ATV,2007-11-30
82337817709,509606906807,80,ATV,2013-03-07
79643824462,683139905777,81,ATV,2014-07-29
7919564824,504075688820,87,ATV,2008-04-20
70244049653,744702450983,88,ATV,2007-11-07
77116006150,617589189609,87,ATV,2021-10-10
23598854137,525291218017,32,ATV,2009-12-19
72869111479,746223422710,80,ATV,2006-09-01
15512711091,552700217682,81,ATV,2016-02-06
24246951137,778762587275,80,ATV,2025-03-25
83148843592,565899299355,88,ATV,2016-02-21
64364910074,184337990276,46,ATV,2012-06-04
49409016029,938960674906,31,ATV,2025-04-11
71756442720,297719081568,80,ATV,2024-08-02
42850056545,390029853992,87,ATV,2005-05-28
3014538370,426121999629,31,ATV,2020-08-19
47321414710,971893050152,42,ATV,2006-04-04
59650859667,808453935939,31,ATV,2019-11-06
81833549201,949918443575,42,CES,2016-08-10
45878776464,978201674753,80,ATV,2016-02-22
74431611584,989056201427,42,ATV,2006-12-14
62439700355,413822880254,88,CES,2020-10-21
92903757607,129809504542,31,ATV,2008-05-09
85757280751,928239404545,46,ATV,2023-06-12
89085261961,377807534011,32,ATV,2023-07-31
85125094145,767395445551,32,ATV,2022-06-17
29299486557,365936695391,81,SUS,2022-04-02
46961471269,654445313762,32,ATV,2013-12-04
59516212166,753104161986,88,ATV,2008-03-16
89911166473,741112578299,32,CES,2022-02-17
43575957380,547984322316,88,ATV,2007-05-23
62335328689,290943443903,42,ATV,2006-04-17
12623543402,770201730544,80,ATV,2025-01-08
75619017206,131946542594,46,ATV,2013-12-07
93483498648,542645971610,32,ATV,2024-04-17
26852497372,447613853404,31,CES,2021-07-12
74886704344,532851944462,42,ATV,2019-09-04
13185089162,341494980571,88,ATV,2014-02-22
53519133997,443682202732,80,ATV,2007-06-29
82766351132,374308000724,31,ATV,2019-04-13
13085971777,355220648672,42,CES,2023-03-05
66342811067,361256310406,46,ATV,2007-08-12
4150386854,443382451360,88,ATV,2019-02-18
6834937870,604408685909,46,SUS,2005-01-23
6875664445,879867019681,42,CES,2012-01-30
54632174831,790104581691,80,ATV,2011-02-24
60898300541,236043773509,88,ATV,2025-07-04
68108548608,854135699621,80,ATV,2025-03-22
39136104809,962591990399,87,CES,2006-05-24
2561294790,685992052714,46,ATV,2017-01-26
73352985553,409814520728,42,ATV,2005-03-12
38426384269,623742192443,88,ATV,2015-07-11
18666970642,863851949413,80,ATV,2017-05-28
5109647534,177221063986,32,SUS,2009-02-24
12331369844,670065238160,46,ATV,2011-09-12
13389920668,933100066865,46,ATV,2011-12-03
7068025609,394506205436,31,REV,2023-03-26
56396536552,329265487122,46,REV,2007-07-12
40196029996,267141517097,32,ATV,2010-10-14
63823267124,765715174013,46,CES,2015-05-04
3233772033,808990422229,42,ATV,2016-08-17
87647059270,998538859633,81,ATV,2010-03-24
90986966355,307659365214,81,ATV,2023-10-10
12125251167,455036104004,42,ATV,2008-03-16
38459636623,375228875281,31,ATV,2010-09-13
52535580470,647896130323,46,CES,2012-12-27
45970523216,708408487943,42,SUS,2023-09-18
21691868914,975862965610,32,ATV,2010-10-15
15708741821,229216453475,87,ATV,2011-01-08
76564054700,546781402341,81,CES,2005-08-11
83994307813,745742546409,80,ATV,2013-01-14
9609856381,429947045334,81,CES,2014-05-12
33903498041,840472782274,32,CES,2021-08-04
74541661802,581878133150,81,CES,2023-03-04
12796663310,503895148839,32,ATV,2013-10-14
33372861868,740177076960,42,ATV,2017-07-21
23650541610,755280597436,46,ATV,2017-11-10
86832422008,450336541812,80,ATV,2010-05-10
74418965416,828193185474,42,ATV,2018-02-14
73913845267,958308880935,87,CES,2018-10-02
75750381838,347630055746,46,REV,2021-01-01
11118294033,496373607192,46,ATV,2009-07-03
47412766864,543550702143,46,ATV,2017-03-29
37025020257,104040967593,80,SUS,2022-07-08
43241455637,469693602821,46,REV,2010-11-29
58606431362,251551246169,88,SUS,2018-08-11
38788958442,375605354505,88,ATV,2013-06-06
76961212948,119291310799,88,SUS,2020-11-26
72197699466,543465398598,32,ATV,2022-05-25
91754693679,135744362935,46,ATV,2022-04-03
79237355149,861626885854,87,ATV,2010-09-04
40379547961,123521025092,46,ATV,2018-01-11
7612445735,244339153172,87,SUS,2022-08-30
58513682098,759144903269,42,ATV,2009-02-10
55042424873,867394009218,88,ATV,2012-06-22
14031219237,664302423837,88,ATV,2009-02-21
47846181041,981680015946,80,ATV,2010-04-30
78805529281,751591645391,31,ATV,2020-02-21
12955858986,670499789754,46,ATV,2006-10-11
51229669159,486293472621,42,SUS,2020-04-06
89165198379,796725401693,87,ATV,2021-02-28
21303737396,480395483597,46,ATV,2005-07-18
27764387290,329079966539,31,ATV,2017-06-29
17471102721,879379330731,46,REV,2007-01-09
66125639827,474954905932,87,ATV,2014-01-04
86575972683,470964269427,42,ATV,2006-10-30
16759872622,532950756328,88,ATV,2008-09-30
71974766314,719219026042,32,ATV,2008-06-17
84312840644,813506358545,32,ATV,2015-01-04
39437237476,761383859703,80,ATV,2019-04-01
44278931980,386663444287,42,REV,2014-03-15
90338595309,366660208648,88,ATV,2016-09-25
874899702,960562907974,46,ATV,2013-08-06
85047836185,626117488734,46,ATV,2006-07-25
6329807884,719925361636,80,CES,2024-12-30
77619313486,379256685250,88,SUS,2012-01-20
88449312817,374123214254,81,REV,2013-04-11
19888703641,290311652387,31,ATV,2013-04-03
22948074991,352959033551,42,ATV,2006-11-30
35583443758,750138924069,87,ATV,2022-11-07
55978046506,637254199881,81,CES,2018-05-12
81028541201,845161281262,31,ATV,2018-08-06
65492926110,843852003174,42,ATV,2011-05-08
40738693294,795416100823,42,ATV,2024-08-21
22096697662,211486117933,88,ATV,2016-02-22
2630639177,353376547518,81,ATV,2012-03-08
77335412390,386332934944,46,ATV,2013-04-06
14480402560,537872746480,46,ATV,2008-05-25
10122790146,784218811315,81,ATV,2022-06-12
69943091347,876733573115,31,ATV,2010-04-02
24794094060,753619800851,81,ATV,2020-11-17
13759131310,289330369495,88,ATV,2006-09-14
81581076720,221348240958,31,CES,2021-10-02
79729908400,667821321977,31,ATV,2018-11-25
78836402089,653629458432,80,ATV,2007-04-06
30846489996,235396289386,32,ATV,2009-11-05
7060329773,589296636347,87,ATV,2022-06-28
79805039889,404223348686,46,ATV,2015-01-04
70726406732,107601118084,87,ATV,2019-01-17
73684319473,179213410418,81,ATV,2021-02-27
24158503302,232585591813,42,ATV,2012-08-27
3210044937,164213005139,81,ATV,2024-04-03
84526442054,410224587024,32,ATV,2014-09-25
63036945199,723815246058,88,ATV,2022-08-11
5941897057,927252533983,80,ATV,2012-10-08
90111178169,146549246169,46,ATV,2012-02-07
48512643218,211032988628,81,REV,2018-10-20
62495500897,563214765291,87,ATV,2024-06-30
80562268421,266381631243,80,ATV,2016-12-02
68255972218,303063876530,87,ATV,2018-03-06
54640608128,201448006146,81,ATV,2023-12-10
35736935392,676877675709,88,ATV,2010-08-09
31994277904,808312616350,32,ATV,2014-09-27
45278397993,803107025059,80,ATV,2020-03-30
76457845550,228858699110,80,ATV,2009-04-03
90422464309,440240702344,32,SUS,2016-05-21
12028285826,209787606003,80,ATV,2005-07-09
39567569088,307121739127,87,SUS,2017-11-23
78371677162,898329190860,80,ATV,2015-02-06
94555623754,369125604196,32,ATV,2009-07-06
93007115809,548396203539,42,ATV,2023-05-05
