borrower_id,name,document,email,phone_number,kyc_status,credit_status,risk_score,consigned_margin,consignment_agreement_id,created_at,updated_at,trace_id
300e4924-43e5-4ca7-990d-09ac347228d3,Aline Souza,70004646231,aline.souza.294@mail.com,"5,56992E+12",pending,approved,0.424904,4027.30,3f8ca233-11f0-46f0-8f9a-029b32bdd25e,2025-10-04T12:00:00,2025-10-04T12:00:00,f789424e-fb99-40d8-b269-3d854794e3c0
710fc84e-cfc3-4ddc-9eb4-81df1f79c61c,Amanda Batista,74218414076,amanda.batista.201@yahoo.com.br,"5,58299E+12",approved,approved,0.747837,1046.94,a42d80ea-5f09-48e5-8be2-dc1e4a157d6a,2025-10-04T12:00:00,2025-10-04T12:00:00,2d57c6e8-5285-46af-86dc-c54cf71aa8f3
0e045307-6027-46fb-b594-d110ccc8cf0e,Amanda Batista Teixeira,40196029996,amanda.batista.teixeira.321@yahoo.com.br,"5,58196E+12",rejected,pre_approved,0.164640,2199.91,2f72ad83-116a-4d8a-91eb-b9f5fa7005bb,2025-10-04T12:00:00,2025-10-04T12:00:00,de35e455-a4e7-4923-917e-302510e44ece
d8247cea-0d86-474c-931f-80648441bc64,Amanda Campos,62555452885,amanda.campos.212@outlook.com,"5,54596E+12",pending,denied,0.840710,3390.27,f944f321-35de-4d02-b591-c07c7f6da0ac,2025-10-04T12:00:00,2025-10-04T12:00:00,e82005eb-f229-4721-b644-a4607679c9d0
94afa500-1dc2-4a51-a249-983ba2116a5d,Ana Araujo,39259590337,ana.araujo.589@yahoo.com.br,"5,53293E+12",pending,under_review,0.850779,3486.27,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
a1261f8f-4b7d-468a-8f27-2cae558b6dec,Ana Barbosa,49485499590,ana.barbosa.668@mail.com,"5,52491E+12",pending,approved,0.380477,2367.42,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
c7b745e5-fa59-43e3-aad4-6cf422030210,Ana Castro Barbosa,94583799039,ana.castro.barbosa.983@gmail.com,"5,53394E+12",rejected,denied,0.562749,5754.25,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
7c38b917-73e8-4b22-8adb-dcd3c5e1558c,Ana Castro Melo,16941693320,ana.castro.melo.785@outlook.com,"5,54492E+12",approved,denied,0.658005,5901.39,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
3b35f38c-1ec2-4822-89fa-a3aba17cb6fa,Ana Costa,56543553413,ana.costa.128@outlook.com,"5,59698E+12",rejected,under_review,0.527018,3370.86,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
010cdc9a-7672-4a02-9200-0e334b8b1c1c,Ana Costa Lima,47052961849,ana.costa.lima.493@gmail.com,"5,56593E+12",rejected,under_review,0.605166,3278.31,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
92e3bff4-14bc-42fa-b62e-3b3078ec1bfb,Ana Dias,85287408897,ana.dias.192@gmail.com,"5,54991E+12",rejected,denied,0.468907,2679.75,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
74c27015-d88f-49d9-89d3-78f79bb0fbc0,Ana Oliveira Costa,12661625003,ana.oliveira.costa.345@yahoo.com.br,"5,55196E+12",pending,under_review,0.157204,2611.15,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
545cd85d-f45e-459c-91fe-a07913a802c3,Ana Pereira Ribeiro,47472054119,ana.pereira.ribeiro.848@yahoo.com.br,"5,52794E+12",rejected,denied,0.224739,4878.07,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
163b44d3-6ea9-40d8-b7c6-4dddcfe80aab,Ana Rocha Cardoso,36248355568,ana.rocha.cardoso.503@gmail.com,"5,51392E+12",rejected,pre_approved,0.989872,1175.60,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
b18f4ac0-3daf-430c-ab0e-41c52284d4b9,Ana Rocha Rocha,50954830415,ana.rocha.rocha.222@outlook.com,"5,55499E+12",pending,approved,0.486852,3175.09,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
e6ce95ce-9e20-4217-8140-cfb94d4e81ef,Ana Rocha Santos,21463288786,ana.rocha.santos.604@gmail.com,"5,54392E+12",rejected,approved,0.612289,5585.55,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
53f6e512-1e83-4c1c-b46f-4d11da97a5ac,Ana Santana,53409299149,ana.santana.309@mail.com,"5,59894E+12",pending,under_review,0.267043,3796.28,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
9aea5ab4-ec97-4eac-9ced-83946f90d973,Ana Santos,65269807246,ana.santos.832@yahoo.com.br,"5,57792E+12",approved,under_review,0.928464,4093.89,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
7aa871d2-d177-40cf-b7ef-3248912906d2,Ana Santos Silva,874899702,ana.santos.silva.356@outlook.com,"5,53894E+12",rejected,pre_approved,0.801209,1712.18,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
567697bd-b221-4c78-b5bb-a86d9fc69e0f,Ana Silva Cardoso,85745187948,ana.silva.cardoso.992@gmail.com,"5,55393E+12",rejected,under_review,0.813315,2296.06,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
e36ceb8d-dee0-4250-9e6a-244c99fb2776,Ana Silva Martins,55792370141,ana.silva.martins.396@outlook.com,"5,54191E+12",approved,under_review,0.861932,4076.34,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
46309007-4335-41f7-b3ab-166edc709412,Ana Souza,68204063393,ana.souza.829@gmail.com,"5,53197E+12",approved,under_review,0.477295,4252.11,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
21e0cd5a-3432-48f7-afe2-197d22bf7e64,Ana Teixeira,87967471296,ana.teixeira.723@mail.com,"5,55594E+12",approved,approved,0.450433,4036.18,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
66b5868f-0f8a-4e66-a05f-81738cee3046,Andre Araujo,7010814490,andre.araujo.528@gmail.com,"5,53396E+12",rejected,under_review,0.833145,5988.86,,2025-10-05T03:16:49Z,2025-10-05T03:16:49Z,preflight-created
