id;cpf;tipo_inscricao;numero_inscricao;data_admissao;data_encerramento;cbo_codigo;competencia;pendencias;created_at;updated_at
e1be9580-c56c-4673-8d39-1b70b7f6fafc;1339359650;CAEPF;2,31414E+13;05/09/2018;;142305;2023-12;[];2025-10-04T19:43:37;2025-10-04T19:43:37
526ea64f-e642-466b-8c58-e08c6e9c40f5;98562802301;CAEPF;9,8013E+13;19/05/2020;29/07/2024;354805;2023-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
0de9ffa0-5074-4011-94fe-235a8eae4152;66043725886;CAEPF;4,62878E+13;02/02/2010;;142205;2025-01;[];2025-10-04T19:43:37;2025-10-04T19:43:37
013a1d6a-d6f3-49f8-a075-579607a5bca5;32196698679;CEI;5,42338E+11;26/11/2020;;521110;2023-04;[];2025-10-04T19:43:37;2025-10-04T19:43:37
84a0f9d3-2949-4bfd-9957-04ca879def43;75872894538;CEI;3,4687E+11;02/07/2025;;521110;2025-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
4b663236-45b8-46e8-bdeb-007dd2d1561c;12878926714;CNPJ;3,32031E+13;02/02/2017;;142305;2025-07;[];2025-10-04T19:43:37;2025-10-04T19:43:37
f0fefaad-6c98-470d-9655-b7779647fac0;21722737085;CEI;7,23929E+11;19/06/2016;;252505;2024-04;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
de4c53fb-095a-4d5b-b627-d2a48cd6c414;19202255440;CNPJ;1,14123E+13;23/10/2011;;252210;2025-08;[];2025-10-04T19:43:37;2025-10-04T19:43:37
8a3bb711-d9bb-4c62-9400-51e30cf495ac;57254212014;CAEPF;4,79989E+12;26/03/2010;;214505;2024-01;[];2025-10-04T19:43:37;2025-10-04T19:43:37
8612cd32-94d6-4d45-8b42-7632aff0a3f8;69664729809;CAEPF;3,52128E+13;26/01/2021;;252505;2024-12;[];2025-10-04T19:43:37;2025-10-04T19:43:37
1bc92690-f5bc-489c-8260-2bd38455c9c8;52110252456;CEI;2,22173E+11;10/03/2016;;261105;2024-08;[];2025-10-04T19:43:37;2025-10-04T19:43:37
035d2dd0-8489-49c2-ad9d-caa67e898c6d;45157651597;CAEPF;4,76522E+13;02/11/2021;;422105;2023-04;[];2025-10-04T19:43:37;2025-10-04T19:43:37
20aec610-5ce1-489e-b25d-4e46e7425fe1;33903498041;CAEPF;1,0486E+13;16/08/2014;;142305;2023-04;[];2025-10-04T19:43:37;2025-10-04T19:43:37
1949f941-5400-40e5-b78f-f847db758623;77297132098;CEI;1,86414E+11;06/11/2013;;422105;2025-08;[];2025-10-04T19:43:37;2025-10-04T19:43:37
a6e19d90-3d2f-4bea-8eff-2c6ece0c3b13;56423738467;CNPJ;4,67946E+13;19/12/2021;;241205;2023-12;[];2025-10-04T19:43:37;2025-10-04T19:43:37
faa191c7-f986-4307-9ef3-0ce00c5b16cc;88051335236;CAEPF;4,73885E+13;07/10/2020;;354805;2024-11;[];2025-10-04T19:43:37;2025-10-04T19:43:37
3a4fb3b9-c044-48e0-8f48-2db295e517e3;51854719998;CNPJ;8,57461E+13;30/10/2016;;422105;2023-07;[];2025-10-04T19:43:37;2025-10-04T19:43:37
a4e03cb7-b80c-4072-b9ef-85ed25b5af69;71702584046;CEI;9,15266E+11;04/12/2011;;521110;2025-01;[];2025-10-04T19:43:37;2025-10-04T19:43:37
905fe7c4-c0f1-4f56-aaec-4beefb911102;9609856381;CEI;1,22226E+11;16/06/2024;;252505;2023-07;[];2025-10-04T19:43:37;2025-10-04T19:43:37
b6dda9b5-f108-4332-b26f-a500727a69d0;41531051472;CAEPF;2,52726E+12;12/05/2021;25/05/2024;354120;2023-06;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
c81e2997-4208-4e14-9e14-ad508caab92c;38276568696;CEI;5,22902E+11;07/12/2023;;142105;2024-08;[];2025-10-04T19:43:37;2025-10-04T19:43:37
3a602946-920a-4e64-ab97-ec887b731680;33909526594;CEI;32035224931;04/01/2025;;521110;2025-03;[];2025-10-04T19:43:37;2025-10-04T19:43:37
ed476cbc-0dbc-4974-947c-04d76bf72720;18059560603;CNPJ;3,95355E+13;11/09/2014;;354805;2025-09;[];2025-10-04T19:43:37;2025-10-04T19:43:37
04bff65d-21a4-49fc-8e48-62834d4e0cb0;83898619419;CNPJ;4,90635E+13;07/01/2024;;214505;2023-11;[];2025-10-04T19:43:37;2025-10-04T19:43:37
e364ac4b-0f7a-46ba-b960-51eaacb58905;16758164250;CAEPF;5,45188E+12;15/08/2011;;521110;2024-10;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
e2373a50-1650-4d41-b69f-9024ec93730f;1339359650;CAEPF;8,04623E+13;10/06/2019;;252210;2023-08;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
b799fa95-c075-42db-af2a-db2b017de571;40477959415;CNPJ;8,43211E+13;04/03/2011;;252505;2023-02;"[{""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
88af2727-f653-485a-ba63-52bf1bf671be;94855484865;CAEPF;7,66882E+13;12/03/2018;05/11/2018;354805;2025-05;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
0edac460-6beb-4d90-9de1-a64e51f112a1;78923400840;CNPJ;2,93371E+12;30/01/2021;;214630;2023-09;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
1fc49c2c-7b9c-4334-9bef-20e7e20dc187;90502296542;CAEPF;5,57131E+13;20/08/2014;04/07/2016;142410;2023-05;[];2025-10-04T19:43:37;2025-10-04T19:43:37
e800dfec-6b2b-4cd8-9007-2b230de89cf2;32165324882;CNPJ;7,54593E+13;18/01/2023;24/05/2023;252505;2024-05;[];2025-10-04T19:43:37;2025-10-04T19:43:37
01385713-ff52-42e4-8aa9-4fd66f3a22a4;72051785686;CNPJ;1,15008E+13;02/07/2012;;252505;2025-05;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
4a52c497-44c5-42ca-b613-8c8b8a50d995;54440895999;CNPJ;4,05832E+13;02/04/2023;07/08/2024;354120;2024-08;[];2025-10-04T19:43:37;2025-10-04T19:43:37
167c7e96-452e-493c-9537-70bf286076c7;83898619419;CEI;24469648406;22/03/2012;;142205;2023-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
ef2e118d-d0c5-410a-8f4d-8def8aa82b9c;86575972683;CNPJ;2,34026E+12;10/10/2020;;142205;2024-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
95a8c409-aafe-4da9-8e77-14d2d9edec0a;56543553413;CNPJ;5,9835E+13;14/01/2015;;261105;2025-06;[];2025-10-04T19:43:37;2025-10-04T19:43:37
811a003c-c993-4571-8c59-a1d04ffe229c;59138320355;CNPJ;7,64967E+13;24/05/2020;;252505;2025-05;[];2025-10-04T19:43:37;2025-10-04T19:43:37
08f6b4b6-00ea-4c08-a0d8-5103684d1bbf;74418965416;CAEPF;4,9309E+13;12/04/2018;03/07/2018;241205;2023-10;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
75b16b93-7ab9-4217-9ccb-5d064ed5b644;30601453000;CEI;1,19202E+11;18/06/2011;19/08/2021;142305;2023-11;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
8e176de9-4a1b-4ba1-b13d-c3a69c7cddeb;95275201184;CEI;8,35641E+11;19/07/2021;08/05/2022;521110;2023-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
bdaafd06-0ae2-4799-9d66-ae7bf15a3b7f;38276568696;CNPJ;1,89488E+13;08/06/2016;;142305;2024-12;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
436167ae-3edf-4858-9013-273a22210c0f;96017888838;CEI;7,30137E+11;07/04/2011;17/10/2011;241205;2024-08;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
32f60ff6-7a88-4fa3-9303-6a4b51f1942f;48579267250;CAEPF;3,17437E+12;01/02/2022;10/02/2024;422105;2023-07;[];2025-10-04T19:43:37;2025-10-04T19:43:37
49a04526-c06c-4015-b244-5f082465f3de;83994307813;CAEPF;2,253E+13;04/08/2016;;241205;2023-05;[];2025-10-04T19:43:37;2025-10-04T19:43:37
a6c51785-7cd9-4601-a3ff-33c98e504d75;42812473355;CEI;1,52824E+11;20/05/2012;;354120;2024-09;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
c73054a6-fe0f-4532-ad54-a0ee411979c9;91754693679;CNPJ;6,76813E+13;26/01/2020;14/02/2021;142105;2024-07;[];2025-10-04T19:43:37;2025-10-04T19:43:37
278a7919-7caa-46be-bcda-4332c44ff456;86032805417;CEI;5,20769E+11;17/04/2022;;354120;2023-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
7a48b6f8-ccec-4954-9e20-5eafae6dd7b5;88537649961;CEI;4,50446E+11;29/08/2013;;422105;2024-09;[];2025-10-04T19:43:37;2025-10-04T19:43:37
1caddb52-7fa8-444c-85eb-25146d3b5877;82766351132;CEI;54510354183;12/11/2010;;142205;2023-10;[];2025-10-04T19:43:37;2025-10-04T19:43:37
379bf6b6-5e5d-4c31-9f2b-945687cc83e8;14480402560;CAEPF;7,53772E+13;05/03/2019;;142205;2024-11;[];2025-10-04T19:43:37;2025-10-04T19:43:37
2f6e75be-e2c2-4527-95f0-591a9619492f;69898501596;CEI;5,56991E+11;06/07/2017;;422105;2025-05;[];2025-10-04T19:43:37;2025-10-04T19:43:37
1d93c431-19fc-4154-abe2-c5ff83738636;2067626825;CNPJ;1,79916E+13;17/12/2016;;521110;2023-04;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
b68e9d1e-358c-4d41-b364-5f842a485f91;1339359650;CAEPF;3,72698E+13;23/05/2010;;142410;2025-01;[];2025-10-04T19:43:37;2025-10-04T19:43:37
7a492dc3-af08-48fd-b289-2162a6f71046;36277459651;CAEPF;1,87542E+13;21/09/2023;;354120;2024-10;[];2025-10-04T19:43:37;2025-10-04T19:43:37
316bfad4-b992-4514-8e77-25f6f73afc49;59299409161;CNPJ;7,11131E+13;31/07/2017;;142305;2023-08;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
438774cc-2bf2-4af6-930d-05121c0ff83e;34933643504;CAEPF;5,08201E+13;22/10/2010;;354805;2024-03;"[{""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}]";2025-10-04T19:43:37;2025-10-04T19:43:37
9cd968bd-47a6-418b-af37-e4b437eb95ba;19976578563;CNPJ;4,18818E+13;16/07/2021;;354120;2024-02;[];2025-10-04T19:43:37;2025-10-04T19:43:37
d7caa971-35eb-42ab-a86f-dd2f01093040;12685950559;CNPJ;7,35799E+13;07/05/2020;;261105;2025-04;[];2025-10-04T19:43:37;2025-10-04T19:43:37
c86cab47-6fd1-4d91-a24a-c6e1000d4072;63220113400;CAEPF;6,41921E+13;08/05/2020;;252210;2024-12;[];2025-10-04T19:43:37;2025-10-04T19:43:37
985e8f50-f17d-489e-b3a5-cb631d8edd24;47472054119;CNPJ;6,04179E+13;12/08/2014;;142205;2023-01;[];2025-10-04T19:43:37;2025-10-04T19:43:37
00cd6ace-76e7-4b75-b1d7-6ec1fc24fb9e;24119455661;CNPJ;4,75525E+13;22/07/2015;09/11/2020;142410;2025-03;[];2025-10-04T19:43:37;2025-10-04T19:43:37
0a6806d1-70c4-4fdb-adc9-f58c024ae100;22090107308;CNPJ;2,67091E+13;20/04/2024;;354805;2024-03;[];2025-10-04T19:43:37;2025-10-04T19:43:37
8e4643d4-395d-44d0-ae0c-7cb2ec8abe18;51972951122;CAEPF;8,93938E+13;27/10/2012;;252210;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
a08bdffc-8335-40c2-85ba-30b914204285;77116006150;CNPJ;1,18839E+13;08/01/2014;21/05/2015;214630;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
e40101ba-aa19-41fd-bda6-e8b78b77d30f;24794094060;CAEPF;5,41188E+13;29/04/2021;15/08/2024;241205;2023-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
7c6e3aa5-4b11-439c-8cd4-06910a634f91;66342811067;CNPJ;7,41867E+13;18/11/2018;;252505;2024-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
5bffab06-2df4-459a-9d9d-6cf6109b4445;79600093920;CNPJ;6,70518E+13;10/08/2012;27/06/2020;214630;2025-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d3c1c452-aa63-4095-a354-d6c6ffff618f;23485202738;CEI;5,54874E+11;24/11/2015;;354805;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
8604b579-fb5e-4536-9b12-c52e54f0865b;46262939482;CEI;9,57372E+11;17/06/2019;;252505;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
dfd32cf2-4ed7-42cf-b54e-c09bd839a7d0;47766193507;CAEPF;8,9921E+13;29/06/2013;;142410;2025-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
63dc9be8-0971-4a75-93e4-8d82cb8f81ab;1567073816;CNPJ;7,77158E+13;17/05/2012;;252505;2023-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
ee8cccf2-4d28-49ec-a7c2-47eb84bc567b;85047836185;CAEPF;4,96964E+13;03/05/2024;;521110;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
b1ae8129-cec7-4a16-83f2-508c9a98e605;65492926110;CNPJ;3,50231E+13;08/02/2019;;411005;2024-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
08aae124-8c74-474e-b7c0-9bad28f89765;66928923504;CAEPF;7,78347E+13;02/12/2021;;521110;2025-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
fa7a3e2c-01fb-40db-92a2-b024fee0b2e3;32472872640;CEI;2,97144E+11;12/04/2021;;214505;2023-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
549a223d-3c10-494d-b903-25a6f99a6bb4;90474499677;CNPJ;5,57628E+13;15/10/2019;;142305;2023-04;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d9ceab13-933c-4e86-9268-0635f0338981;50070411140;CEI;2,92449E+11;23/11/2018;13/01/2021;354805;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
363973c6-9e4d-440d-b930-15665841dcd4;99562272699;CEI;1,77497E+11;18/10/2016;;142410;2025-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
778615b0-5056-405e-991a-ca44900e4fe0;21691868914;CAEPF;9,89128E+13;31/07/2024;;214630;2024-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
f5bf5c1e-c593-4f34-a597-f601c0254c7c;28113923942;CAEPF;9,65568E+13;01/08/2019;25/10/2023;142305;2023-02;[];2025-10-04T19:43:38;2025-10-04T19:43:38
eb27710f-ef09-4a56-9851-975d7f734684;16080095211;CNPJ;1,26146E+13;24/04/2023;21/07/2023;142105;2023-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
3c92b7e4-8b44-4af7-aef3-5990e6f5002f;20329319825;CNPJ;6,33079E+13;04/06/2016;;142105;2025-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
7b0ad123-8dee-4b92-966f-fc2a627d6985;1487390912;CEI;7,14962E+11;24/03/2012;;411005;2023-03;"[{""codigo"": ""P004"", ""descricao"": ""Vinculo encerrado sem data"", ""sigla"": ""VESD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
e8758ae7-32dc-4d89-a4ba-33e85607ba1a;34843825468;CAEPF;8,73558E+13;03/07/2013;09/09/2013;241205;2023-03;"[{""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
229bb86b-087d-4ba2-8a1e-ff3e98a62a3c;48579267250;CEI;3,01608E+11;29/09/2021;;214505;2025-08;[];2025-10-04T19:43:38;2025-10-04T19:43:38
613a18b6-0931-4563-90f0-81769c2e4198;59694091705;CAEPF;6,96962E+13;27/02/2021;15/11/2021;142410;2023-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
769a7bfe-89b1-467f-b0d3-fd586f7baac2;90854112707;CEI;4,02837E+11;28/06/2016;19/07/2025;241205;2024-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
e6588418-23c7-42ec-beac-a7af4f700077;80733532705;CAEPF;8,20953E+13;27/09/2024;;142105;2024-03;[];2025-10-04T19:43:38;2025-10-04T19:43:38
b441e927-dfa4-4d4e-a3ed-4d2c0ca2a4ea;49173017000;CEI;4,17165E+11;06/07/2017;;354805;2025-01;[];2025-10-04T19:43:38;2025-10-04T19:43:38
ec905371-c4c7-4e04-8401-59d5e6da0470;9360912077;CNPJ;2,1561E+13;11/02/2023;;142305;2023-06;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}, {""codigo"": ""P005"", ""descricao"": ""Inscricao do empregador invalida"", ""sigla"": ""IEI""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
978d9d66-536c-4926-973a-e9af92ac7a40;39504650902;CEI;3,69783E+11;17/08/2017;20/04/2019;142410;2025-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
feb13cf3-f1c4-46bd-bba7-f862ba5c1526;33751417346;CAEPF;6,66098E+13;27/02/2017;;252505;2024-11;[];2025-10-04T19:43:38;2025-10-04T19:43:38
eb017002-8463-4b49-8552-af95850035da;90502296542;CNPJ;5,96533E+13;01/12/2020;;411005;2024-10;[];2025-10-04T19:43:38;2025-10-04T19:43:38
85116aa0-0eb6-4c1f-9367-f17dcc968102;79206519212;CAEPF;6,14822E+13;22/06/2020;;142305;2023-07;[];2025-10-04T19:43:38;2025-10-04T19:43:38
d211cdf6-0645-49c8-a9df-98db69bef589;41216628904;CAEPF;9,10476E+12;05/06/2017;;142305;2024-06;[];2025-10-04T19:43:38;2025-10-04T19:43:38
2d3465c8-ed9c-49a6-ac70-b0c0b8f164a7;47916090503;CEI;2,16924E+11;30/04/2021;;241205;2025-03;"[{""codigo"": ""P002"", ""descricao"": ""Competencia sem recolhimento"", ""sigla"": ""CSR""}, {""codigo"": ""P003"", ""descricao"": ""CBO incompativel"", ""sigla"": ""CBOI""}, {""codigo"": ""P001"", ""descricao"": ""Divergencia de remuneracao declarada"", ""sigla"": ""DRD""}]";2025-10-04T19:43:38;2025-10-04T19:43:38
b93cfb6a-689f-4950-9ddd-e5a1ead9e041;98409527812;CNPJ;5,77052E+13;29/12/2016;11/09/2018;241205;2025-09;[];2025-10-04T19:43:38;2025-10-04T19:43:38
