cpf;numero_beneficio;codigo_especie;codigo_situacao;data_inicio
5462189540;6,59788E+11;87;ATV;19/08/2024
5546012811;8,13928E+11;42;ATV;06/01/2005
5583683104;6,05768E+11;42;REV;22/06/2018
5696370233;8,70134E+11;42;ATV;28/04/2014
5755765880;2,33229E+11;46;ATV;24/01/2023
5937476409;5,01082E+11;80;SUS;06/05/2025
5941897057;9,27253E+11;80;ATV;08/10/2012
6039184418;4,3345E+11;46;ATV;30/11/2007
6227798690;2,56003E+11;81;ATV;13/07/2020
6240016284;2,42114E+11;81;ATV;07/02/2015
6292201821;3,4835E+11;80;SUS;13/01/2007
6329807884;7,19925E+11;80;CES;30/12/2024
6356469609;8,19505E+11;46;ATV;27/08/2009
6369051284;1,21172E+11;80;ATV;23/10/2022
6403735500;9,34805E+11;42;CES;19/12/2006
6574227208;6,10551E+11;42;ATV;07/08/2010
6586614694;4,92335E+11;46;ATV;29/05/2019
6636522194;4,38942E+11;80;ATV;26/02/2010
6722989704;7,43801E+11;80;ATV;26/12/2024
6834937870;6,04409E+11;46;SUS;23/01/2005
6875664445;8,79867E+11;42;CES;30/01/2012
6981504570;3,50907E+11;32;ATV;28/02/2022
6996405041;2,25112E+11;88;ATV;13/06/2013
7002874853;9,30115E+11;46;ATV;31/03/2023
7010814490;1,50048E+11;87;ATV;05/09/2023
7060329773;5,89297E+11;87;ATV;28/06/2022
7068025609;3,94506E+11;31;REV;26/03/2023
7255874827;6,80609E+11;88;ATV;27/05/2018
7306170252;5,965E+11;81;ATV;30/09/2006
7499481913;6,6015E+11;31;ATV;02/03/2021
7610921297;5,14487E+11;31;ATV;29/08/2025
7612445735;2,44339E+11;87;SUS;30/08/2022
7627744016;1,89273E+11;31;ATV;28/09/2006
7919564824;5,04076E+11;87;ATV;20/04/2008
7921839916;7,20668E+11;42;SUS;20/12/2006
7997777229;9,60527E+11;46;SUS;16/03/2010
8058489670;4,53514E+11;31;SUS;13/10/2013
8200661687;2,94183E+11;46;ATV;21/02/2013
8371832435;5,64827E+11;87;ATV;02/10/2012
8390590000;7,53694E+11;42;ATV;17/01/2014
8565910091;5,58943E+11;88;CES;02/04/2012
8601233830;1,28645E+11;81;SUS;07/10/2024
8935737607;1,30391E+11;80;ATV;16/09/2012
8982265465;1,15161E+11;42;ATV;10/06/2022
9360912077;3,65558E+11;81;SUS;27/05/2011
9509859370;8,57805E+11;46;CES;12/09/2011
9566690266;4,28816E+11;46;SUS;07/04/2019
9609856381;4,29947E+11;81;CES;12/05/2014
9803266802;5,9941E+11;32;ATV;14/09/2012
9812918302;3,55703E+11;87;CES;21/08/2018
10122790146;7,84219E+11;81;ATV;12/06/2022
10251056481;8,55852E+11;46;CES;19/02/2009
10338913980;9,71472E+11;31;ATV;05/09/2021
10443828725;9,1326E+11;31;ATV;19/07/2020
10540676861;6,38195E+11;81;ATV;16/09/2013
10562116605;1,77189E+11;31;ATV;25/08/2010
10610735721;4,49762E+11;42;ATV;25/03/2022
10734469217;3,56716E+11;81;SUS;17/06/2013
10904677966;7,70346E+11;31;ATV;01/07/2010
11000010937;7,15606E+11;80;ATV;23/01/2015
11011282402;6,03278E+11;80;CES;11/01/2019
11089425635;4,70971E+11;87;ATV;16/01/2006
11115817116;3,419E+11;32;REV;24/06/2016
11118294033;4,96374E+11;46;ATV;03/07/2009
11275244297;8,67138E+11;80;REV;27/08/2014
11509821449;8,77009E+11;88;ATV;26/07/2007
11519787529;2,2672E+11;42;SUS;08/08/2013
11816550485;7,98708E+11;42;CES;13/02/2016
11893200370;9,321E+11;87;ATV;14/03/2023
12028285826;2,09788E+11;80;ATV;09/07/2005
12070905497;7,312E+11;88;ATV;30/12/2021
12095116810;1,42336E+11;32;ATV;12/06/2025
12101161702;9,77684E+11;80;ATV;21/02/2005
12107987270;5,877E+11;42;ATV;15/07/2018
12125251167;4,55036E+11;42;ATV;16/03/2008
12291718860;7,27891E+11;88;ATV;17/03/2020
12317912846;2,30427E+11;80;CES;06/06/2007
12331369844;6,70065E+11;46;ATV;12/09/2011
12469750687;1,83213E+11;46;ATV;08/06/2022
12604113384;6,86939E+11;88;ATV;05/08/2013
12623543402;7,70202E+11;80;ATV;08/01/2025
12661625003;2,65185E+11;42;CES;13/10/2015
12684059306;1,26914E+11;42;ATV;26/03/2014
12685950559;9,82538E+11;32;ATV;18/05/2018
12796663310;5,03895E+11;32;ATV;14/10/2013
12878926714;2,78938E+11;42;ATV;07/09/2020
12919237136;2,57264E+11;42;CES;25/03/2006
12955858986;6,705E+11;46;ATV;11/10/2006
13078804364;2,61275E+11;31;ATV;29/06/2012
13085971777;3,55221E+11;42;CES;05/03/2023
13165500959;1,74638E+11;81;CES;14/08/2009
13185089162;3,41495E+11;88;ATV;22/02/2014
13222650039;3,18673E+11;42;REV;13/01/2009
13242374223;6,61835E+11;80;ATV;09/05/2008
13389920668;9,331E+11;46;ATV;03/12/2011
13759131310;2,8933E+11;88;ATV;14/09/2006
13818286639;1,3804E+11;32;ATV;08/02/2019
13923387865;9,81901E+11;32;SUS;05/06/2015
13957503515;7,21506E+11;31;ATV;17/03/2019
14031219237;6,64302E+11;88;ATV;21/02/2009
14082412778;7,15116E+11;46;ATV;17/02/2023
14157520440;4,76442E+11;81;ATV;02/07/2009
14315956163;3,17825E+11;81;ATV;05/05/2014
14480402560;5,37873E+11;46;ATV;25/05/2008
14509036221;1,74799E+11;31;ATV;13/03/2011
14617145834;6,26412E+11;31;REV;23/09/2014
14676381107;9,50317E+11;32;ATV;12/09/2015
14704096319;6,25807E+11;42;ATV;20/02/2019
14963684527;8,29359E+11;88;ATV;08/08/2013
15164968258;9,66309E+11;80;ATV;31/08/2022
15409756738;5,41755E+11;87;CES;25/11/2014
15421167917;8,41414E+11;42;SUS;10/05/2009
15512711091;5,527E+11;81;ATV;06/02/2016
15541687160;6,25572E+11;32;ATV;25/11/2005
15543328184;3,28223E+11;46;ATV;25/01/2019
15597080180;4,79683E+11;81;ATV;11/06/2009
15676489243;4,45756E+11;32;ATV;05/03/2017
15708741821;2,29216E+11;87;ATV;08/01/2011
16029180827;2,20573E+11;42;ATV;04/02/2019
16080095211;2,63684E+11;42;ATV;17/08/2025
16229738953;4,5253E+11;87;ATV;19/09/2013
16238888679;8,15293E+11;32;ATV;11/12/2010
16307546174;7,50514E+11;87;ATV;24/04/2024
16457762476;1,4233E+11;46;ATV;19/08/2015
16536689976;1,75002E+11;31;ATV;13/03/2006
16538081010;2,56862E+11;80;ATV;02/10/2009
16581592331;7,2416E+11;31;ATV;16/02/2013
16711606140;5,98701E+11;80;ATV;28/09/2019
16738031726;1,81235E+11;87;SUS;08/10/2009
16758164250;2,4195E+11;87;ATV;20/05/2020
16759872622;5,32951E+11;88;ATV;30/09/2008
16941693320;3,95351E+11;42;CES;12/10/2015
17426580598;4,38637E+11;88;CES;18/10/2008
17471102721;8,79379E+11;46;REV;09/01/2007
17475282937;1,90381E+11;80;CES;07/08/2005
17521521234;4,13441E+11;81;CES;05/07/2013
17576312084;7,59345E+11;32;CES;27/05/2013
17771006400;5,28836E+11;80;ATV;30/01/2005
17903598996;7,85533E+11;81;SUS;03/08/2008
18044335005;7,17013E+11;46;CES;25/01/2009
18059560603;3,34933E+11;42;ATV;03/04/2013
18319389445;8,42567E+11;88;SUS;16/05/2012
18387019828;7,10941E+11;81;ATV;19/02/2024
18666004789;3,04985E+11;81;ATV;02/08/2007
18666970642;8,63852E+11;80;ATV;28/05/2017
18907064423;5,44982E+11;80;ATV;29/11/2018
19202255440;2,73827E+11;32;ATV;13/09/2009
19340177797;5,72573E+11;87;ATV;04/05/2020
19451670688;6,88564E+11;42;ATV;05/01/2010
19609403336;3,36526E+11;88;ATV;18/05/2007
19627300349;3,0653E+11;81;ATV;22/12/2014
19829425096;1,57096E+11;87;CES;01/05/2006
19888703641;2,90312E+11;31;ATV;03/04/2013
19898367555;2,01582E+11;88;ATV;21/03/2020
19938051928;8,03816E+11;46;ATV;29/05/2010
19976578563;4,25064E+11;31;SUS;30/08/2008
20042748321;4,83151E+11;46;ATV;19/03/2015
20221187740;2,34306E+11;80;ATV;04/09/2017
20329319825;1,33172E+11;80;ATV;28/01/2023
20634698656;3,31727E+11;87;ATV;07/05/2015
20644954361;5,97285E+11;46;CES;27/11/2014
20774691450;7,88694E+11;31;ATV;18/08/2016
21165520958;3,41678E+11;88;ATV;13/08/2019
21275918956;5,59412E+11;31;ATV;25/06/2007
21303737396;4,80395E+11;46;ATV;18/07/2005
21332884490;7,19573E+11;46;ATV;12/04/2021
21463288786;3,27135E+11;31;ATV;15/06/2011
21468829211;1,49853E+11;80;ATV;01/07/2014
21691868914;9,75863E+11;32;ATV;15/10/2010
21722737085;6,62763E+11;46;ATV;12/12/2007
21789467047;3,55203E+11;42;ATV;24/09/2017
21872424040;6,07125E+11;32;ATV;17/12/2006
21906441863;7,07752E+11;31;SUS;16/05/2025
22090107308;8,89044E+11;42;ATV;27/01/2012
22096697662;2,11486E+11;88;ATV;22/02/2016
22324541939;7,21745E+11;42;ATV;25/03/2006
22390603874;1,5601E+11;87;ATV;31/07/2005
22413002847;8,14858E+11;87;ATV;26/03/2015
22422864473;6,24482E+11;46;ATV;28/11/2009
22433281431;9,12766E+11;87;ATV;01/02/2018
22436518904;5,46226E+11;81;ATV;30/04/2020
22571521071;5,38777E+11;32;ATV;20/01/2023
22616145197;3,68784E+11;42;CES;25/04/2005
22814195921;9,81727E+11;88;ATV;19/10/2022
22939154686;4,15161E+11;80;ATV;15/02/2020
22948074991;3,52959E+11;42;ATV;30/11/2006
23077104504;2,76605E+11;32;ATV;05/11/2009
23095295596;6,53339E+11;80;CES;04/01/2005
23175950426;9,65146E+11;87;ATV;23/06/2010
23485202738;2,07059E+11;32;REV;21/02/2024
23494928932;5,68327E+11;31;ATV;04/02/2021
23506426150;9,4426E+11;81;ATV;03/01/2012
23598854137;5,25291E+11;32;ATV;19/12/2009
23650541610;7,55281E+11;46;ATV;10/11/2017
23800977206;7,47968E+11;31;ATV;03/03/2008
24041253209;5,05653E+11;32;ATV;09/02/2025
24119455661;4,92037E+11;32;ATV;19/12/2007
24158503302;2,32586E+11;42;ATV;27/08/2012
24246951137;7,78763E+11;80;ATV;25/03/2025
24730889690;9,38803E+11;32;ATV;05/11/2020
24794094060;7,5362E+11;81;ATV;17/11/2020
24908029849;2,79435E+11;31;ATV;13/11/2009
25060688569;9,63209E+11;32;ATV;14/07/2018
25373620122;3,74162E+11;80;ATV;18/05/2012
25409006747;8,36929E+11;32;ATV;02/11/2012
25419821001;6,62154E+11;42;ATV;29/05/2023
25504995493;1,46481E+11;46;ATV;14/11/2024
25800236070;2,38967E+11;87;ATV;10/08/2020
26028868906;8,96693E+11;32;ATV;11/07/2012
26219284631;8,97002E+11;42;ATV;07/03/2016
26219759923;9,13064E+11;32;ATV;03/07/2025
26504668558;9,99979E+11;81;ATV;19/08/2025
26852497372;4,47614E+11;31;CES;12/07/2021
26932720094;5,22927E+11;31;CES;07/11/2011
26991685216;1,38994E+11;32;REV;19/06/2020
27259481420;2,46883E+11;31;ATV;21/02/2006
27275538628;6,8914E+11;46;ATV;01/05/2005
27764387290;3,2908E+11;31;ATV;29/06/2017
27862519159;5,35317E+11;42;SUS;05/05/2008
27950911603;8,64822E+11;32;ATV;03/03/2007
28012232049;4,77068E+11;88;ATV;07/08/2022
28113923942;5,48937E+11;80;CES;17/06/2024
28268973579;2,82612E+11;31;REV;20/07/2015
28287111536;3,39047E+11;46;ATV;23/12/2020
28423111083;7,43865E+11;42;ATV;27/08/2024
28454606270;8,98673E+11;32;ATV;02/05/2025
28788722821;1,79132E+11;31;ATV;28/01/2017
28871526104;2,46632E+11;88;ATV;06/05/2011
28914964000;4,49804E+11;31;ATV;31/03/2009
28924979817;7,93803E+11;31;ATV;15/09/2012
29152356515;5,83058E+11;46;ATV;07/04/2012
29231016423;6,36631E+11;46;ATV;10/12/2013
29237847904;7,17403E+11;32;ATV;29/10/2022
29280410440;9,36008E+11;87;ATV;07/07/2025
29299486557;3,65937E+11;81;SUS;02/04/2022
29456364844;1,52047E+11;81;REV;20/04/2010
29600976376;6,23989E+11;42;ATV;17/09/2015
29606060357;1,40241E+11;31;ATV;05/11/2011
29618079724;1,72305E+11;88;ATV;07/05/2023
29909339722;8,26861E+11;46;ATV;11/04/2007
30084033959;2,23236E+11;80;ATV;25/10/2023
30333382676;6,58808E+11;32;ATV;29/09/2008
30344362205;8,78761E+11;80;ATV;20/07/2024
30601453000;3,58132E+11;87;ATV;06/04/2014
30678983895;4,80598E+11;42;ATV;20/11/2013
30726040371;4,96228E+11;42;ATV;09/11/2015
30789464608;8,65889E+11;31;ATV;01/03/2024
30846489996;2,35396E+11;32;ATV;05/11/2009
30850443539;2,69375E+11;81;ATV;27/09/2015
30984949720;1,21632E+11;32;ATV;24/10/2017
31062526260;4,76543E+11;31;ATV;19/04/2011
31087139570;5,87805E+11;42;ATV;31/07/2012
31117632423;7,22453E+11;87;ATV;09/10/2014
31220199575;4,4929E+11;80;ATV;11/08/2009
31356705200;3,08433E+11;31;CES;07/09/2015
31416698566;9,5836E+11;87;REV;09/11/2022
31796988103;3,76131E+11;81;CES;05/05/2020
31868086429;1,72149E+11;81;ATV;06/01/2024
31994277904;8,08313E+11;32;ATV;27/09/2014
32165324882;9,47547E+11;80;ATV;30/11/2022
32176114469;5,41192E+11;81;ATV;09/11/2018
32196698679;1,27458E+11;88;ATV;23/01/2012
32326306422;8,23389E+11;42;ATV;15/03/2018
32472872640;9,3066E+11;42;ATV;07/04/2016
32599577829;7,8154E+11;81;ATV;14/09/2015
32794715321;2,07792E+11;87;ATV;15/06/2006
32952725810;7,39747E+11;87;ATV;06/12/2008
33198876966;3,24313E+11;31;CES;23/04/2007
33231679532;5,89152E+11;46;ATV;03/07/2016
33306770744;1,04407E+11;32;ATV;30/11/2007
33370218836;1,01247E+11;31;SUS;24/01/2013
33372861868;7,40177E+11;42;ATV;21/07/2017
33687375978;4,181E+11;46;ATV;11/08/2016
33751417346;3,16508E+11;87;REV;28/11/2010
33846661430;2,92884E+11;42;ATV;19/11/2013
33863514092;1,91148E+11;80;ATV;13/03/2023
33903498041;8,40473E+11;32;CES;04/08/2021
33909526594;8,55031E+11;88;REV;30/01/2010
33972216505;1,24106E+11;42;ATV;06/03/2017
33983252621;4,80183E+11;88;CES;22/03/2023
34106002566;4,24245E+11;87;SUS;22/04/2015
34198651124;9,79575E+11;31;ATV;04/03/2006
34269884703;4,62359E+11;88;ATV;21/03/2005
34284017438;3,70793E+11;88;ATV;22/08/2008
34843825468;8,72461E+11;87;SUS;04/09/2007
34856362151;9,06974E+11;81;CES;04/06/2005
34894414864;4,60708E+11;88;CES;31/08/2021
34933643504;9,84457E+11;80;ATV;08/02/2008
34933741271;7,64721E+11;31;ATV;17/05/2017
34974650971;4,84233E+11;31;ATV;22/04/2012
35127534932;8,53696E+11;88;ATV;06/08/2014
35144590373;2,27093E+11;81;ATV;18/05/2022
35360031689;4,86651E+11;31;ATV;10/02/2012
35372009519;3,65477E+11;46;ATV;07/07/2021
35583443758;7,50139E+11;87;ATV;07/11/2022
35591425801;7,95471E+11;87;ATV;07/07/2009
35664743638;6,79336E+11;81;ATV;05/09/2005
35736935392;6,76878E+11;88;ATV;09/08/2010
36139600286;3,01084E+11;31;SUS;19/06/2005
36248355568;3,44075E+11;81;ATV;13/09/2018
36277459651;4,28654E+11;81;ATV;18/01/2021
36329361703;4,27448E+11;42;ATV;13/06/2019
36332095490;6,87311E+11;80;ATV;11/07/2013
36492102746;1,23594E+11;31;ATV;09/08/2011
36617241851;7,90623E+11;80;REV;28/04/2015
36805539943;3,65676E+11;32;CES;15/10/2005
36864664228;6,53968E+11;81;REV;13/02/2016
37011260030;6,99321E+11;31;ATV;17/11/2023
37025020257;1,04041E+11;80;SUS;08/07/2022
37222064567;3,07082E+11;32;ATV;28/05/2024
37247153660;3,8074E+11;80;ATV;14/04/2005
37494378235;8,98645E+11;32;ATV;30/10/2006
37542506129;9,14412E+11;32;ATV;06/02/2012
37620147365;6,06485E+11;87;REV;08/10/2009
37688348676;7,55476E+11;88;ATV;19/01/2013
37910743858;5,81739E+11;46;ATV;28/11/2017
37975946079;7,57401E+11;42;ATV;22/06/2009
38096594877;3,02842E+11;42;CES;18/05/2007
38146087639;3,91115E+11;81;ATV;07/06/2011
38276568696;8,58918E+11;80;ATV;03/01/2011
38337522704;8,36446E+11;46;ATV;11/02/2019
38346044968;8,45999E+11;46;ATV;04/08/2017
38426384269;6,23742E+11;88;ATV;11/07/2015
38459636623;3,75229E+11;31;ATV;13/09/2010
38523809287;7,72518E+11;46;ATV;09/12/2022
38711923504;5,19682E+11;80;SUS;29/11/2018
38733874174;5,51994E+11;46;CES;28/05/2009
38788958442;3,75605E+11;88;ATV;06/06/2013
39136104809;9,62592E+11;87;CES;24/05/2006
39223675855;6,76812E+11;31;ATV;30/11/2021
39232262681;3,56433E+11;32;ATV;18/02/2012
39259590337;2,45403E+11;32;ATV;24/05/2016
39437237476;7,61384E+11;80;ATV;01/04/2019
39504650902;8,58661E+11;42;ATV;29/10/2022
39565420109;4,72967E+11;42;CES;12/02/2024
39567569088;3,07122E+11;87;SUS;23/11/2017
39625217207;2,05197E+11;46;ATV;10/12/2015
39675262320;8,15634E+11;80;ATV;22/11/2020
39785164039;5,59737E+11;81;SUS;27/11/2015
39928847754;2,22452E+11;46;ATV;15/02/2011
39943696060;2,20826E+11;80;SUS;08/11/2010
40025770829;6,12314E+11;42;ATV;08/08/2014
40087931273;5,54609E+11;87;ATV;24/03/2012
40157012409;1,73453E+11;87;ATV;14/01/2020
40192172620;5,20834E+11;88;ATV;13/03/2017
40196029996;2,67142E+11;32;ATV;14/10/2010
40263168409;4,3907E+11;80;ATV;23/10/2015
40379547961;1,23521E+11;46;ATV;11/01/2018
40398870420;3,97505E+11;42;ATV;04/08/2014
40477959415;7,5703E+11;42;ATV;11/07/2018
40523638760;8,00001E+11;46;ATV;06/03/2013
40738693294;7,95416E+11;42;ATV;21/08/2024
40775835196;2,68876E+11;81;ATV;06/02/2011
40855503815;5,6942E+11;31;SUS;13/09/2012
41002764602;7,05504E+11;32;CES;01/09/2020
41216628904;3,61601E+11;42;ATV;21/12/2014
41398479217;9,61886E+11;88;ATV;23/09/2005
41531051472;4,74942E+11;46;ATV;21/03/2006
42031404636;9,18993E+11;87;ATV;14/02/2012
42285444524;2,07859E+11;81;ATV;25/08/2009
42446799361;5,73026E+11;80;CES;09/08/2019
42509022938;6,26516E+11;81;ATV;06/03/2005
42568804963;4,35302E+11;42;ATV;04/05/2014
42658225172;4,59339E+11;81;ATV;24/08/2008
42658456816;6,01104E+11;81;ATV;25/10/2005
42668235502;2,49996E+11;32;ATV;11/12/2024
42812473355;5,23825E+11;87;ATV;25/02/2018
42850056545;3,9003E+11;87;ATV;28/05/2005
42956776045;7,52087E+11;46;ATV;14/11/2024
42963978774;4,91653E+11;88;ATV;05/05/2007
42987476701;1,74549E+11;87;ATV;29/08/2009
43031953754;9,85265E+11;31;ATV;31/12/2022
43059937320;6,93666E+11;81;CES;22/01/2010
43141025193;6,84272E+11;88;ATV;02/09/2017
43159881202;2,67729E+11;88;ATV;26/07/2010
43172604683;9,36601E+11;88;ATV;22/09/2022
43241455637;4,69694E+11;46;REV;29/11/2010
43262867926;4,17982E+11;42;SUS;28/04/2021
43297654384;1,48928E+11;87;CES;29/10/2018
43556310368;2,43045E+11;88;ATV;07/05/2006
43575957380;5,47984E+11;88;ATV;23/05/2007
43613697122;1,24794E+11;32;SUS;11/07/2012
43897603942;5,64566E+11;42;ATV;26/10/2016
44212331616;6,49995E+11;46;ATV;31/08/2006
44278931980;3,86663E+11;42;REV;15/03/2014
44639865759;1,12681E+11;80;ATV;20/08/2010
44660509028;9,12076E+11;46;ATV;18/04/2022
44675002510;6,68471E+11;32;ATV;10/05/2013
44806737682;7,94378E+11;88;ATV;20/09/2013
44918949061;3,0511E+11;42;ATV;12/01/2011
44951800705;2,81136E+11;46;ATV;22/08/2018
45013301122;7,5871E+11;87;ATV;27/05/2005
45081735868;8,6928E+11;32;ATV;21/09/2015
45103282496;5,80025E+11;32;ATV;02/03/2016
45157651597;1,65772E+11;31;ATV;02/06/2016
45278397993;8,03107E+11;80;ATV;30/03/2020
45555653719;9,20935E+11;87;SUS;16/01/2023
45590430860;2,72249E+11;42;ATV;16/01/2011
45694616464;5,95083E+11;80;CES;26/06/2007
45746325937;5,49157E+11;31;ATV;05/07/2005
45878776464;9,78202E+11;80;ATV;22/02/2016
45950130782;7,46171E+11;42;ATV;10/12/2008
45970523216;7,08408E+11;42;SUS;18/09/2023
46037538379;9,73838E+11;32;ATV;15/01/2023
46262939482;6,11954E+11;80;ATV;25/03/2014
46294822459;5,05995E+11;42;ATV;28/10/2019
46677038300;1,73534E+11;31;ATV;20/06/2011
46943213660;4,89591E+11;88;ATV;04/06/2017
46961471269;6,54445E+11;32;ATV;04/12/2013
47052961849;1,22534E+11;81;ATV;19/02/2015
47060280197;7,36739E+11;31;ATV;23/11/2013
47102675372;4,52497E+11;87;ATV;06/02/2006
47159138872;7,97659E+11;32;ATV;06/02/2022
47244624506;3,71936E+11;42;ATV;30/08/2019
47321414710;9,71893E+11;42;ATV;04/04/2006
47412766864;5,43551E+11;46;ATV;29/03/2017
47472054119;6,06289E+11;88;ATV;26/04/2013
47732069773;7,26315E+11;81;ATV;26/10/2011
47766193507;6,72805E+11;31;SUS;30/01/2005
47846181041;9,8168E+11;80;ATV;30/04/2010
47916090503;2,46135E+11;42;ATV;28/12/2024
48059793560;4,74496E+11;42;ATV;25/01/2015
48512643218;2,11033E+11;81;REV;20/10/2018
48522849110;4,12626E+11;31;ATV;05/09/2007
48560984119;7,44075E+11;31;ATV;14/08/2010
48579267250;6,64661E+11;46;ATV;22/03/2006
48703376818;6,86512E+11;87;CES;15/05/2012
48784988118;1,52341E+11;81;ATV;07/01/2008
48813612010;1,07999E+11;80;ATV;09/08/2006
48816414413;1,2052E+11;81;ATV;05/03/2007
48826096309;1,33517E+11;80;ATV;29/01/2022
48919533490;5,69662E+11;81;CES;07/11/2007
48989154855;7,42918E+11;87;ATV;01/08/2007
49011187652;1,44089E+11;32;ATV;22/06/2017
49080834521;5,56979E+11;32;ATV;08/04/2021
49094505487;7,31292E+11;80;ATV;30/05/2019
49173017000;6,77663E+11;87;SUS;27/08/2007
49225818807;3,2261E+11;42;ATV;30/08/2010
49363857433;2,97975E+11;31;ATV;12/07/2005
49409016029;9,38961E+11;31;ATV;11/04/2025
49485499590;1,92005E+11;87;ATV;06/07/2010
49536889102;5,29608E+11;88;ATV;10/04/2010
49661509492;4,04055E+11;81;ATV;04/02/2017
49857659705;9,38287E+11;46;ATV;05/09/2006
49884210071;9,75601E+11;81;ATV;26/03/2024
50042937833;7,52327E+11;42;ATV;29/03/2018
50070411140;9,82633E+11;42;ATV;17/10/2006
50076621944;4,73158E+11;46;ATV;14/11/2021
50104198745;2,13129E+11;81;ATV;15/02/2017
50232886172;4,59694E+11;87;ATV;14/06/2005
50370914465;1,9367E+11;32;ATV;21/06/2014
50472461672;4,83367E+11;32;ATV;09/05/2019
50652676260;8,17313E+11;42;ATV;28/02/2022
50724514708;1,84169E+11;88;ATV;01/07/2010
50781162904;1,37828E+11;88;ATV;16/05/2007
50799604690;2,17306E+11;87;ATV;24/09/2023
50954830415;9,4375E+11;88;ATV;05/11/2022
50969849583;9,26682E+11;31;ATV;14/09/2006
51097152383;8,89503E+11;32;ATV;01/09/2017
51154374734;6,86993E+11;42;ATV;20/09/2012
51229669159;4,86293E+11;42;SUS;06/04/2020
51508466866;4,29657E+11;46;ATV;30/05/2008
51624176453;8,39286E+11;46;ATV;17/12/2018
51662447370;7,22436E+11;46;ATV;23/04/2014
51666094765;5,06442E+11;32;ATV;01/01/2022
51854719998;8,70197E+11;81;ATV;22/01/2009
51972951122;5,89947E+11;46;ATV;30/12/2015
52086778732;9,56046E+11;88;ATV;01/06/2014
52110252456;3,80596E+11;81;ATV;07/12/2009
52163934985;6,58222E+11;32;ATV;10/10/2017
52205511599;3,54785E+11;42;ATV;19/06/2021
52459028938;9,29302E+11;88;ATV;14/07/2016
52535580470;6,47896E+11;46;CES;27/12/2012
52570162060;1,82523E+11;46;ATV;21/09/2017
52834664854;3,31925E+11;88;ATV;29/08/2016
53257766734;2,5401E+11;80;ATV;15/02/2014
53362050107;1,90864E+11;81;ATV;12/01/2009
53409299149;1,00123E+11;88;SUS;31/08/2008
53519133997;4,43682E+11;80;ATV;29/06/2007
53616149800;2,57988E+11;32;ATV;23/04/2005
53619363080;5,66228E+11;31;ATV;29/01/2016
53719290611;2,45761E+11;31;ATV;22/10/2022
53858674206;6,05817E+11;31;ATV;20/12/2019
53938886943;6,13476E+11;87;ATV;16/12/2019
54440895999;7,97917E+11;87;ATV;16/12/2022
54570239072;8,79699E+11;81;ATV;07/10/2020
54603269315;6,3026E+11;31;ATV;22/08/2011
54632174831;7,90105E+11;80;ATV;24/02/2011
54640608128;2,01448E+11;81;ATV;10/12/2023
54707049559;2,57455E+11;31;ATV;24/05/2017
54802840888;6,92665E+11;46;ATV;15/10/2005
55042424873;8,67394E+11;88;ATV;22/06/2012
