borrower_id;name;document;email;phone_number;kyc_status;credit_status;risk_score;consigned_margin;consignment_agreement;trace_id;created_at;updated_at
6e119bd4-7c76-46fc-b94a-4a216c0b646c;Amanda Batista;74218414076;amanda.batista.201@yahoo.com.br;5,58299E+12;approved;approved;0.747837;1046.94;fb626565-0b05-4e21-a35f-5906330c1372;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
55908428-ac82-40d6-8fe8-96b88ac8d50e;Amanda Batista Teixeira;40196029996;amanda.batista.teixeira.321@yahoo.com.br;5,58196E+12;rejected;pre_approved;0.164640;2199.91;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9a4bef0f-02b2-4853-a133-9dcf630fac68;Amanda Campos;62555452885;amanda.campos.212@outlook.com;5,54596E+12;pending;denied;0.840710;3390.27;ccfae49d-b1a4-4b82-a00e-7ce495856146;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2778df9c-0c99-4e1b-a031-a233421a720d;Amanda Cardoso;55817634619;amanda.cardoso.218@mail.com;5,56795E+12;pending;pre_approved;0.746075;710.33;95a5c65a-9c0e-4ba6-95bd-e4d383d81385;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d470c42b-e41d-4bac-8886-bdb5f6a40035;Amanda Cardoso Pires;85047836185;amanda.cardoso.pires.459@mail.com;5,56996E+12;pending;denied;0.352158;1977.53;64c15f37-dc11-4cc1-89b0-f565d479b405;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9646f700-a3cb-45ca-9bfa-083b6de593af;Amanda Cardoso Santana;71336997028;amanda.cardoso.santana.382@gmail.com;5,58692E+12;rejected;under_review;0.301982;1991.70;7788c33b-1df3-4b65-ba1c-7fefabd8f639;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
78c78b5a-ca5d-4a76-8a93-55965f560368;Amanda Carvalho Costa;83196109828;amanda.carvalho.costa.816@gmail.com;5,59991E+12;rejected;under_review;0.922553;4141.46;f96d25d7-9ac2-4b60-9b89-2060515480c3;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
de0bea67-1b48-440a-bee0-ad1d675f2646;Amanda Cavalcanti;98400760352;amanda.cavalcanti.269@mail.com;5,54997E+12;approved;under_review;0.257952;5643.09;b358906f-9682-40ef-bc2b-59fa7aa09ea7;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
18a3184e-fb1f-4109-998d-13fc6c2231be;Amanda Martins;8371832435;amanda.martins.260@mail.com;5,56795E+12;pending;denied;0.846147;3073.21;137c4fff-9cc1-4ac1-9803-24e8db927c5a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8a32b2d3-a525-493f-bcc9-45cf8ab854f6;Amanda Martins;54440895999;amanda.martins.664@yahoo.com.br;5,57394E+12;rejected;pre_approved;0.791732;3522.43;310bac38-04fa-4882-a998-cc758b4ab46b;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
cea32f8a-32c2-4ac9-a164-6bec59a36d5a;Amanda Melo Rocha;42509022938;amanda.melo.rocha.853@mail.com;5,55198E+12;approved;denied;0.250349;2951.15;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
320d9bce-be81-40d9-a2fa-a8bf8136b35e;Amanda Melo Teixeira;94315966100;amanda.melo.teixeira.361@mail.com;5,51792E+12;pending;pre_approved;0.404465;3586.26;dd9e73b2-1b0b-4d7d-85f6-e5befa5b8227;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
302ea2a8-ec71-44d9-a5cd-1cf0e252a79e;Amanda Moreira Santos;69196407751;amanda.moreira.santos.917@gmail.com;5,52498E+12;approved;approved;0.114590;2901.86;227358dd-f8ab-4592-88e2-c462af583fbc;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4dec1d85-2860-4b69-a78c-a51d58b303c2;Amanda Nogueira;48784988118;amanda.nogueira.847@yahoo.com.br;5,55598E+12;pending;approved;0.575172;1110.39;4676c148-455c-4ce4-8485-346138e3cee5;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
031e07ca-e07c-474e-ad5c-c91a6843a5bf;Amanda Oliveira Batista;39785164039;amanda.oliveira.batista.944@mail.com;5,57994E+12;approved;denied;0.391901;3314.56;5b058e64-12fd-436b-a197-f60e91e6efa3;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9ddf5419-c63d-45e9-99d9-8447bceed184;Amanda Pereira Souza;9360912077;amanda.pereira.souza.704@yahoo.com.br;5,57397E+12;pending;under_review;0.941978;2199.80;be510c6c-8f3d-4a59-9bd6-3ae7901e2296;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6d3d609e-3859-49d2-8d44-fc3b109f19a2;Amanda Rocha;31117632423;amanda.rocha.774@yahoo.com.br;5,58593E+12;rejected;approved;0.243689;1769.83;19111252-c17b-40dd-918d-0d424a5e5c00;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
239e3af6-308f-4282-b64f-bb6aa1b3b971;Amanda Rodrigues Pires;13759131310;amanda.rodrigues.pires.77@yahoo.com.br;5,51993E+12;rejected;under_review;0.480899;1382.57;3b6e189a-baa1-49d1-aa08-ca1e18e111e5;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0cebc274-263b-4fcd-a741-a81ccf57cedc;Amanda Santos;55042424873;amanda.santos.41@mail.com;5,53593E+12;approved;approved;0.234506;5415.84;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3441b196-47de-4b34-b4e2-d9ab22bdef5f;Amanda Souza Santos;90511265140;amanda.souza.santos.720@yahoo.com.br;5,57999E+12;rejected;approved;0.660996;4943.26;10fac850-f0ec-4a16-addc-c9ac1bb91536;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f463dc50-be25-47ab-9f80-130223d0f137;Amanda Teixeira Melo;91869816765;amanda.teixeira.melo.719@gmail.com;5,518E+12;pending;under_review;0.139743;4153.03;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7b6ce4ab-5c5b-4fbe-9b75-6a2a19704928;Amanda Teixeira Teixeira;42850056545;amanda.teixeira.teixeira.319@mail.com;5,56492E+12;approved;under_review;0.243677;3855.40;ae69e317-873f-4d57-8f07-b52d9fe7c55e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ed1e50d8-8ad8-48e3-aef5-0705f1f60fb4;Ana Araujo;92903757607;ana.araujo.451@yahoo.com.br;5,59191E+12;pending;approved;0.692758;3279.01;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4fd65ee6-145d-4dc9-8415-63defd211259;Ana Araujo;39259590337;ana.araujo.589@yahoo.com.br;5,53293E+12;pending;under_review;0.850779;3486.27;705f590a-01c4-4082-87fc-57d0bbe9d6e1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
61a6136d-356d-4c5e-9949-6f825a02d90b;Ana Barbosa;49485499590;ana.barbosa.668@mail.com;5,52491E+12;pending;approved;0.380477;2367.42;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
69161bf0-1034-45c2-85b1-4adfd4dee13e;Ana Castro Barbosa;94583799039;ana.castro.barbosa.983@gmail.com;5,53394E+12;rejected;denied;0.562749;5754.25;7c6ab067-0f8c-40a1-95fa-5979dbe4715c;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
61938717-8514-479e-87e1-dbf31750d951;Ana Castro Melo;16941693320;ana.castro.melo.785@outlook.com;5,54492E+12;approved;denied;0.658005;5901.39;880a95f9-002e-459e-a58e-7b71c66a36d4;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d342d768-6cc6-4f6e-9025-e71aa985dd11;Ana Costa;56543553413;ana.costa.128@outlook.com;5,59698E+12;rejected;under_review;0.527018;3370.86;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1c0a15dd-e201-4ced-ab8d-a68fee66dd46;Ana Costa Lima;47052961849;ana.costa.lima.493@gmail.com;5,56593E+12;rejected;under_review;0.605166;3278.31;0025228c-a052-4dc8-aafc-ab56b668a877;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4290301f-a484-4605-beaa-93bd0f83a3f8;Ana Dias;85287408897;ana.dias.192@gmail.com;5,54991E+12;rejected;denied;0.468907;2679.75;23efb6f4-b89b-447f-8514-9141bc066946;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
24ed2381-7d60-4b60-8048-eb2e29812fea;Ana Oliveira Costa;12661625003;ana.oliveira.costa.345@yahoo.com.br;5,55196E+12;pending;under_review;0.157204;2611.15;77d77aca-9ef1-459a-b298-c5b05cfafb40;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a3ed0cb2-bce5-41e5-886f-3323298774d4;Ana Pereira Ribeiro;47472054119;ana.pereira.ribeiro.848@yahoo.com.br;5,52794E+12;rejected;denied;0.224739;4878.07;7589cc54-b4f9-4751-ae77-ddc0e5f3aa62;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d948eeb0-efcb-47ff-b652-2497c73d727b;Ana Rocha Cardoso;36248355568;ana.rocha.cardoso.503@gmail.com;5,51392E+12;rejected;pre_approved;0.989872;1175.60;eb163a42-8281-416d-9b5e-0779556bfd77;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
73e9a8ec-3f27-4273-a2ee-08692049e1bf;Ana Rocha Rocha;50954830415;ana.rocha.rocha.222@outlook.com;5,55499E+12;pending;approved;0.486852;3175.09;e9bfb8e3-6bcf-4d7e-a0de-1893c8dc8c03;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
31f30631-699c-4331-8efe-a03bffb7d11b;Ana Rocha Santos;21463288786;ana.rocha.santos.604@gmail.com;5,54392E+12;rejected;approved;0.612289;5585.55;c2a5d3f8-6a84-4df7-a70d-f857bca9f214;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e201e556-17ba-4f34-99ab-075b0fd7c76c;Ana Santana;53409299149;ana.santana.309@mail.com;5,59894E+12;pending;under_review;0.267043;3796.28;00139a2c-9f26-424a-aadd-7e73255b90b4;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
98014d2f-ea88-48e3-8059-62e2faec9cc2;Ana Santos;65269807246;ana.santos.832@yahoo.com.br;5,57792E+12;approved;under_review;0.928464;4093.89;44d6fd65-32a1-4932-926b-a27adae553ce;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
460262a1-dbd0-49a6-aca3-b706b9cc6409;Ana Santos Silva;874899702;ana.santos.silva.356@outlook.com;5,53894E+12;rejected;pre_approved;0.801209;1712.18;ec9f390d-5bf5-463e-bb70-f255fe73da97;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0417487e-574e-4a2e-8e83-b9bff0589306;Ana Silva Cardoso;85745187948;ana.silva.cardoso.992@gmail.com;5,55393E+12;rejected;under_review;0.813315;2296.06;32b7d696-e1ec-4ccb-9667-e46d2dab1ede;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7c3bbfa7-0cb2-4c1a-8b03-1d396c497396;Ana Silva Martins;55792370141;ana.silva.martins.396@outlook.com;5,54191E+12;approved;under_review;0.861932;4076.34;a8ea97d1-42a5-4ca9-bc9d-e91e05444def;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8813228f-42c4-41ec-973b-973b37041fdc;Ana Souza;68204063393;ana.souza.829@gmail.com;5,53197E+12;approved;under_review;0.477295;4252.11;6648bb67-00ee-43d0-9912-00e1773e8fac;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
eed6ddaf-340d-4ea2-87a2-8be2a1c6c8f6;Ana Teixeira;87967471296;ana.teixeira.723@mail.com;5,55594E+12;approved;approved;0.450433;4036.18;e8e3b978-f4a6-4fbc-8540-1d0f70fc40d3;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c8932313-0382-4d41-aac9-7df1e28bf22b;Andre Araujo;7010814490;andre.araujo.528@gmail.com;5,53396E+12;rejected;under_review;0.833145;5988.86;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d07f909c-5233-413b-aa5a-d44dd075477d;Andre Campos Moreira;49094505487;andre.campos.moreira.135@outlook.com;5,56594E+12;pending;pre_approved;0.722880;4009.79;15250e1c-1910-47ed-92c9-3038634f9034;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
22fca30d-734e-44ed-9063-d4da367ee227;Andre Carvalho Ferreira;46037538379;andre.carvalho.ferreira.49@mail.com;5,54592E+12;rejected;denied;0.660815;1175.11;292baf7a-b565-42ba-9bf9-3b5f72eaaf23;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
cd269b60-3329-4348-87da-5cea31cfa455;Andre Carvalho Martins;8390590000;andre.carvalho.martins.171@gmail.com;5,51994E+12;approved;under_review;0.365803;2800.02;545cad78-acaa-4294-8dd2-61011f6e8c24;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f5ec53d9-343e-4268-8d9e-e5f283cf79fa;Andre Ferreira Correia;6403735500;andre.ferreira.correia.440@gmail.com;5,59299E+12;pending;approved;0.734623;5394.37;2961aa76-8100-46f0-bbc2-a20f64b8837a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
373c396c-00fd-47e3-b48d-c1bc716c3d07;Andre Gomes Pires;59915403496;andre.gomes.pires.303@mail.com;5,58291E+12;approved;under_review;0.147510;2772.00;d630d989-2573-403f-aa06-66e53ba74abb;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4d441e9f-2322-4b8b-bb72-b317dd4eb9ad;Andre Nogueira Cardoso;9566690266;andre.nogueira.cardoso.526@outlook.com;5,582E+12;pending;under_review;0.739269;729.35;7d0e3a56-c1d9-4122-94d4-0a0eae0b1781;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f3a54b2b-c6b4-4bd1-8067-f0d55cf1a444;Andre Pereira Almeida;1567073816;andre.pereira.almeida.533@mail.com;5,57195E+12;approved;pre_approved;0.610210;4264.74;dc784523-28c9-45c1-a44c-0cb03cb8b67f;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
499935b3-d86b-43f6-8ace-b02b64e869ad;Andre Rodrigues;45970523216;andre.rodrigues.138@outlook.com;5,54298E+12;pending;pre_approved;0.188601;4724.35;a204173d-895d-4240-a22e-e738fe12ffbf;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ca7a02fc-1db9-46ab-a477-a656239aea53;Andre Santana;86032805417;andre.santana.458@mail.com;5,51998E+12;rejected;under_review;0.566369;2332.67;1e92f2d8-11db-4801-840e-53c46239eff1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
92338524-a08c-42a3-9882-f7490a6fe4ee;Andre Santana Araujo;86926375135;andre.santana.araujo.813@gmail.com;5,53892E+12;approved;under_review;0.143164;1694.78;6a78510d-3a7b-460e-a360-fee42b0168d0;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
72e31874-f30a-48e4-ada1-6e4bf56b0e5a;Andre Santana Rodrigues;96722871517;andre.santana.rodrigues.92@mail.com;5,52494E+12;rejected;pre_approved;0.388549;3045.45;53d845b7-2540-4a28-b028-5ba3bf412977;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6148f27f-3257-411e-9ab4-ee730076054c;Andre Silva Moreira;32472872640;andre.silva.moreira.773@gmail.com;5,54491E+12;rejected;approved;0.759071;4131.17;a20048c4-b648-4268-9188-671c87c4e595;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3114b6e5-feee-4389-bdf9-60ec482bdb64;Andre Teixeira;78198942700;andre.teixeira.464@mail.com;5,52499E+12;approved;approved;0.296429;5464.82;632ef48c-8006-4ef8-83f6-d8c3a5f7012e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ba4b7633-aae3-414b-9722-bddb5fdb1381;Beatriz Almeida;32165324882;beatriz.almeida.151@mail.com;5,587E+12;rejected;pre_approved;0.406751;4317.68;fec62a13-e9b9-4e9d-aba9-ea1ec7171985;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e5294065-2be7-45bf-bd93-7758369b5fbb;Beatriz Almeida;83271793573;beatriz.almeida.638@mail.com;5,56195E+12;pending;approved;0.120273;4921.42;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d8b965f4-093d-47c8-8de1-b8767ad36957;Beatriz Almeida Batista;66378103470;beatriz.almeida.batista.475@outlook.com;5,56794E+12;pending;denied;0.808469;3719.95;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d60da1e4-0c22-486d-b8cc-e26845af67e4;Beatriz Castro Cavalcanti;93550112106;beatriz.castro.cavalcanti.717@yahoo.com.br;5,59192E+12;pending;approved;0.640108;5440.14;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
30464795-2ed6-439f-87c9-62b0e834d44b;Beatriz Ferreira;84680110961;beatriz.ferreira.637@outlook.com;5,56194E+12;approved;pre_approved;0.117935;829.28;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1360d57b-ddae-4369-bcd5-1f7637fbc81c;Beatriz Ferreira;8601233830;beatriz.ferreira.971@yahoo.com.br;5,58596E+12;rejected;approved;0.203704;3969.57;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
84f100bd-5ba0-48ea-a7d5-9ee7d7954e7f;Beatriz Lima;58513682098;beatriz.lima.38@yahoo.com.br;5,51694E+12;rejected;approved;0.415809;3563.25;b0c0a054-44d5-4a4e-afb1-2102778f8352;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
eb612ff7-a185-466b-9150-cf5016f268b9;Beatriz Martins Martins;17475282937;beatriz.martins.martins.518@mail.com;5,514E+12;approved;denied;0.358043;1602.01;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0862cc73-3c27-44ef-b847-595a8e99d893;Beatriz Moreira;31994277904;beatriz.moreira.240@gmail.com;5,58899E+12;rejected;under_review;0.766656;2534.53;54df9631-0560-4d11-a71e-7ca66bfba494;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b7348ff5-e27a-4d7e-9024-f891ff4284b1;Beatriz Pires;78118048837;beatriz.pires.553@yahoo.com.br;5,54595E+12;pending;denied;0.739602;838.55;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b0f96ec9-6f46-4eb8-96fd-14770044d6ff;Beatriz Ribeiro Almeida;42658456816;beatriz.ribeiro.almeida.586@gmail.com;5,53296E+12;approved;pre_approved;0.854662;668.14;228215dd-4630-44ec-85ec-eb08187769fe;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
26bc1a1f-8826-48bd-be05-5c2a131014a4;Beatriz Rocha;59814685135;beatriz.rocha.481@outlook.com;5,58697E+12;approved;under_review;0.327816;1153.46;b03814a1-6b91-4099-8dc4-c090ca69e777;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e4a67250-3992-402c-bccb-f801d8f8b8c0;Beatriz Santana;40775835196;beatriz.santana.676@yahoo.com.br;5,54797E+12;rejected;approved;0.531190;4287.14;a54b2659-93fd-4a1a-823b-1be283e9268e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6a1f4847-6916-4392-a838-7d9d9892352d;Beatriz Santana Barbosa;12101161702;beatriz.santana.barbosa.168@outlook.com;5,52796E+12;approved;under_review;0.752197;1218.65;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1f544949-9ba4-492a-a7d0-69a7da79a199;Beatriz Santana Barbosa;49173017000;beatriz.santana.barbosa.46@mail.com;5,53492E+12;pending;approved;0.506710;3311.58;53d31191-848f-430f-a19e-a2e59b5da9ab;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0fddaa0a-65aa-4bc7-aaac-3566a8f7bc18;Bianca Almeida;22413002847;bianca.almeida.603@yahoo.com.br;5,58397E+12;rejected;approved;0.952334;534.90;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5b09fdd5-2a59-4175-8bc4-7cbc73807a30;Bianca Almeida;12125251167;bianca.almeida.968@outlook.com;5,54891E+12;rejected;denied;0.254087;1951.64;9e192236-83b3-4f10-a5fc-9fd3c6ba801c;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b493b4a3-29b0-4d28-bd8a-6295cddcd287;Bianca Batista Gomes;6875664445;bianca.batista.gomes.884@yahoo.com.br;5,53394E+12;pending;under_review;0.620207;2559.86;5f131a80-fcf1-4e19-b2e8-bf05c0853d77;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e7078ff3-1603-46bb-8746-9d91cdcac43b;Bianca Campos Cardoso;47321414710;bianca.campos.cardoso.48@yahoo.com.br;5,53793E+12;pending;pre_approved;0.134264;4700.09;528af122-7353-4174-8d73-e44ad2373b61;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
eda7e79d-48d1-49d7-8faf-e3743436c40f;Bianca Cardoso Araujo;11011282402;bianca.cardoso.araujo.258@outlook.com;5,58593E+12;pending;denied;0.550436;651.43;f5d28b80-b753-4fa1-adc8-e75fef305c21;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9b273a33-91eb-4929-8530-c98371c36230;Bianca Carvalho;56393690275;bianca.carvalho.662@outlook.com;5,53899E+12;rejected;denied;0.620965;3139.97;f7405216-c014-4fda-9d7c-9fa48858e1bf;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8aa004ee-d5cd-4a6f-8e2c-4cd6e696e23c;Bianca Castro;36805539943;bianca.castro.947@yahoo.com.br;5,54197E+12;approved;approved;0.850749;5542.65;c6056d2a-5030-4225-9f93-df4dfbaed786;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
53c7e784-cf08-4e31-bc2a-4c500ac6c610;Bianca Cavalcanti Ribeiro;75862120319;bianca.cavalcanti.ribeiro.911@yahoo.com.br;5,593E+12;pending;under_review;0.794719;4697.47;fc29ce06-abc3-4b33-993a-0ef2d2c03e8d;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b2db9a20-9956-4bd7-b91f-6325e6d63e52;Bianca Correia;24730889690;bianca.correia.601@yahoo.com.br;5,53292E+12;rejected;denied;0.333103;679.32;;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c4841ec4-9810-47db-815a-a91ac48b1299;Bianca Nogueira;8200661687;bianca.nogueira.349@yahoo.com.br;5,54998E+12;approved;under_review;0.205656;1571.88;a4060279-0719-4244-a585-359b4d702206;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
