assessment_id,subject_type,subject_id,provider,status,score,decision_reasons,evidences,natural_person_key,legal_person_key,external_reference,trace_id,created_at,updated_at
f1baa636-946e-474e-8734-23c918aea21d,borrower,7a1b35a8-1f79-4d99-a9bb-3a0fa532a66e,qi_risk,pending,0.840293,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-38832674307,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8ba56641-42dc-4585-8606-a38e1ed0065d,borrower,77609cfd-c900-4d61-a883-82e7aca68c63,qi_risk,approved,0.666737,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-41503868544,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bd67d816-b548-46a0-8cdc-f8b7d8e37392,borrower,32c7f845-0cf0-44d4-91dc-68073611ac01,qi_risk,pending,0.966141,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-44818211404,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cc6d9546-4d37-497e-a2d4-a694d873f594,borrower,59051225-d0a5-4d23-bcc0-ac1c4c819722,qi_risk,pending,0.423879,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-45296340009,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
08f2afd1-e0e3-48b9-8f83-5bf3b6773f74,borrower,b3e3e52d-5f03-430a-8d5e-acfc836f97da,qi_risk,rejected,0.145961,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-45587931112,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7d8845b2-a769-4264-b0e9-9a41b1dc4bdc,borrower,c1e4bc91-46fa-4c28-8357-c211afbaa98f,qi_risk,rejected,0.105742,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-45765278005,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a5fdbf46-42b1-47c4-aa52-107f2e17ea3b,borrower,376d49eb-3e6b-4bb2-afc5-7241d1141371,qi_risk,pending,0.457305,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-47742803723,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
dc106c6f-153e-49b9-87d2-8dff63831e43,borrower,38ec23db-ae46-4777-9190-ab4a8ad7baf4,qi_risk,pending,0.204579,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-49920643611,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
643b4805-7a11-4346-93a4-abaf2d04e78e,borrower,77bdc03f-912c-4499-a7eb-5f5139e640a2,qi_risk,pending,0.141134,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-51096475341,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0ec5b65f-d001-4888-9e66-7e8d472fbf10,borrower,154ca773-f501-4294-9c23-977ef53afac5,qi_risk,pending,0.905567,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-53961959086,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e8651fa4-7f04-43a8-aed5-4b74101ca3c6,borrower,189cc111-b131-47cc-90c6-e8815779291c,qi_risk,approved,0.156705,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-54621895406,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
86dc820f-9d82-4947-af72-cc7882834790,borrower,ed9308b2-073a-4df1-8501-36a1438d676c,qi_risk,rejected,0.390758,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-55460128118,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5387a780-16f0-4f57-ae53-494d1ca28209,borrower,c8ac9f3e-65c9-46a2-bd03-19228955a7bf,qi_risk,pending,0.322849,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-55836831046,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3083d7f3-6844-43b7-9c57-1a12513514d3,borrower,c11a8433-3a67-4f2f-b4a2-4a6b149c55f3,qi_risk,approved,0.400202,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-56963702338,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c52ec9eb-235d-443b-92a6-97e5095c5cc5,borrower,f291c6f9-df83-4e58-b85f-72a3df71b932,qi_risk,pending,0.889701,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-57557658802,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c3d648a4-4760-4160-8a92-847fbb4bae7a,borrower,95de2a83-6bc6-47d9-bb3d-e08e95155b8e,qi_risk,pending,0.472908,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-59374764095,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b9a778a1-8221-4102-bed7-676381542117,borrower,f20224e0-674f-4c80-977e-7345bd62fe0f,qi_risk,rejected,0.787567,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-59418970579,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
13df305f-c5e9-4f52-a693-2f8d26cf0fde,borrower,8b3784e1-68ca-4ef3-b83b-afcb36e31ad0,qi_risk,rejected,0.504813,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-60391844184,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
151ce1eb-f6d0-43ff-a33f-7e3ad744afe5,borrower,3a5e93f3-5faa-4d1f-96cc-22d2a1de4118,qi_risk,approved,0.723665,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-62277986902,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c71094b1-f1de-41e3-b0d0-7b96c8901214,borrower,c0c035fb-cdf8-4626-841a-a12a840684b8,qi_risk,pending,0.903257,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-62400162842,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b7725db3-c3ce-4b97-afcc-1dd578c848c5,borrower,8cd0ac92-ef93-4055-9d7b-cbc0c63216f3,qi_risk,approved,0.444803,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-62922018213,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7565b4de-dc10-4d32-8a4d-9c116a3b9efc,borrower,11e4bb8a-6f8c-40a5-bc13-3fc5db86be96,qi_risk,pending,0.557267,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-63298078847,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
db6e8872-ab8a-45cd-8355-93bec791298f,borrower,bf668783-fa87-4b96-932b-b49e0d613013,qi_risk,rejected,0.296883,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-63564696098,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
81d30a94-d9c2-4fbb-a5c6-dfc16cf48f03,borrower,2f362b24-4828-4e7c-b472-7dae2fc7f17c,qi_risk,rejected,0.316436,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-63690512841,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5d2cc4e4-f284-4917-b151-31427a6596e5,borrower,33473ccd-5f47-4da8-86ca-5f60c5e700d9,qi_risk,rejected,0.875926,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-64037355009,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a637500a-94aa-4ac0-a9b7-76cfc7a7bb28,borrower,0158cb90-59a1-4a75-b50b-b3fabbb16291,qi_risk,rejected,0.627295,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-65742272086,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7dd0c0e8-8771-4a9c-9362-73814fba8594,borrower,9dcd8ff6-8dd6-45e5-9a1c-a7cf19578dae,qi_risk,pending,0.477104,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-65866146944,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8383810f-1b54-4d2d-a0e5-9c92adadc252,borrower,ad9c09c5-f99a-4eb3-99ec-efbab931ec3d,qi_risk,approved,0.165274,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-66365221944,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3c73622b-a621-482e-8a31-0e541f506f24,borrower,84e20876-3792-463b-80c5-9a0bbabbaa09,qi_risk,rejected,0.806230,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-67229897047,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6c4b78fe-856c-431e-9a05-b284cd8a1236,borrower,2e7e36f4-f859-43d1-9c08-45d57220c4e9,qi_risk,rejected,0.750498,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-68349378706,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d0dcc487-0c35-47e1-b727-b68d5ce9add7,borrower,0d2de3a2-4348-4797-8834-2ccb39494793,qi_risk,rejected,0.537422,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-68756644458,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1d801332-42b4-4deb-991d-587f9d284134,borrower,89ca1e7a-b7ca-4fbc-9be1-4319ca12c74f,qi_risk,approved,0.865469,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-69815045703,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5afe4b93-6c9c-4419-95ff-e758d42fc309,borrower,ccd454f4-547c-4f9c-beda-7cc2583c425e,qi_risk,approved,0.398544,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-69964050412,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
76ec1743-e49b-4291-aac9-532ce079a11c,borrower,f70f93e9-f726-48d1-bbc1-a89f03e938af,qi_risk,rejected,0.853259,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-70028748539,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e7559a8b-2669-4602-b185-794ced00064c,borrower,8c660372-a3a9-4379-88b1-201933f49bc4,qi_risk,rejected,0.683836,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-70108144901,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
067ab7ca-b64c-405e-85e1-2029af256523,borrower,971b3ac3-e5ea-4c82-be61-de4909bdb69d,qi_risk,approved,0.600466,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-70603297735,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0ce36872-3dd5-4814-9665-9cb3482a12cc,borrower,490e4392-9ab4-4cfe-af5f-f7a1f65e0c6a,qi_risk,rejected,0.763478,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-70680256093,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6ac4488c-e78a-4c42-81e2-ad475e5747b2,borrower,d1712b77-8a21-4472-a97f-545673ad519c,qi_risk,approved,0.227864,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-72558748276,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
804ae7b4-dc7f-4737-85e6-1ba6fa730687,borrower,ec325608-451b-4143-8c48-dcde0ae777b0,qi_risk,pending,0.687881,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-73061702525,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
441a26f0-ed80-4219-a097-d6761281c563,borrower,0a44f9db-baf6-4a35-aad3-4f11d42e482e,qi_risk,approved,0.244862,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-74994819136,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f6825a71-9ced-4d70-8d2f-d529555ac223,borrower,e234acfb-47cb-49da-82bc-3a6f0bae4ace,qi_risk,approved,0.772505,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-76109212975,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
118af867-bd8a-44fe-a1b8-739a9579e2b9,borrower,672e64da-7f5e-4feb-80d7-3c96fd6dfa89,qi_risk,pending,0.775438,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-76124457352,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5358e27c-d1c3-46cc-b1d3-e82089d0bf44,borrower,3c990a2c-7581-4fc5-8712-8cada299e26f,qi_risk,pending,0.811286,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-76277440161,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3d75ad34-cbb8-434a-ad83-91992e7da5fd,borrower,62af7d5f-9584-491f-bba4-1b6f8cdd1102,qi_risk,pending,0.711562,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-79195648245,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
aa2add97-4267-4adb-a632-037a59dcc0dd,borrower,14668af6-b3da-43dc-a966-7fdda29975b5,qi_risk,pending,0.573621,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-79218399167,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f35056bb-5eed-4121-b81b-09f15775dbac,borrower,6ffdd0a2-7341-4697-86ac-d8aef66df90f,qi_risk,rejected,0.454295,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-79977772299,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a4c413a5-f191-41ae-ab9b-604e51723365,borrower,d0fc0e68-0fa8-49b4-a0d5-4bc8352842dd,qi_risk,pending,0.376453,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-80584896704,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1b8ea284-b717-49b6-8b2b-a1ac979f5f22,borrower,fba3cd22-2c7c-4489-8479-032efce96023,qi_risk,pending,0.878572,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-82006616872,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f514c8fd-a9ca-473a-89aa-d7c8d90c981b,borrower,5c000fb9-fc2c-4c92-b9c4-dfd60a6577cb,qi_risk,rejected,0.817765,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-83718324355,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
56d88be4-cd9e-4ed6-a704-1054647d9391,borrower,d8fd6429-3f15-4016-a728-7acdfe77c0f4,qi_risk,approved,0.360532,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-83905900007,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
856a9bde-1672-4e66-8037-7d515b99b75f,borrower,ff2d6d45-91ca-460d-b7d1-7d78ccea9f77,qi_risk,pending,0.530099,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-85659100915,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c7c01e29-b148-4233-a268-3a7d39df55f1,borrower,e153afcd-7b42-4146-bb0c-73b972bd5ce3,qi_risk,pending,0.930543,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-86012338301,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9b24fca9-01d0-4411-81f0-67e78c9e35ec,borrower,92b020a8-a255-44b4-8965-158785a680d3,qi_risk,pending,0.940379,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-89357376071,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
29afef56-8228-47ca-a89a-b75d5fd373a8,borrower,d4b0093b-7412-4f6b-b8f9-cf975a0eb78a,qi_risk,pending,0.397955,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-89822654651,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8979facd-7f53-4a57-bd0b-efd88e589c26,borrower,6f9d2728-862d-498d-a418-5bcbe024173e,qi_risk,rejected,0.404250,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-93609120773,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a1a8224e-14dd-4d14-a244-8d14cf7643fe,borrower,38321ec4-846c-4ff7-8ce2-8ae4ea540f22,qi_risk,approved,0.567168,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-95098593708,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d2248b09-1477-491b-92ff-84ef7fa32be2,borrower,b3feb3fc-96f8-49fd-ae98-6f7acabc0d2f,qi_risk,rejected,0.271997,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-95666902664,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b8fbe2d1-3959-48a8-9b80-6e7e5df56e62,borrower,fec7f2a9-b2f7-4c94-9ce3-50ab16da4cab,qi_risk,rejected,0.927265,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-96098563814,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a7982100-43ef-4e62-b241-b5b705b67580,borrower,58620226-e0d4-4ba0-9b68-f971ce917afe,qi_risk,pending,0.630903,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-98032668025,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f48d3257-5432-4b83-af68-e7f884df3821,borrower,06fd51f9-dd2c-4c82-8a5b-1e442474d152,qi_risk,pending,0.730674,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-98129183023,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3a39f5cb-6b34-464e-a9ca-3b14bb0a5598,borrower,55072da0-b811-476a-9745-90aa6a9a9f82,qi_risk,pending,0.903753,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-10273583228,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
addedb65-076d-4205-b0e2-dd6b4cdb965d,borrower,4c0ac1a5-f2d5-42e3-b6d8-4c67f54f51a8,qi_risk,rejected,0.350040,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-10457224802,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
21abd0e4-dd72-46eb-93b6-4a4f31cd7326,borrower,6bcaf023-3dea-41fe-99fa-25217b6246a5,qi_risk,rejected,0.638023,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-11779078872,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
327cf665-48c3-44c4-89c9-2519180be576,borrower,30bbf064-0716-494f-bb82-48db5ed62955,qi_risk,rejected,0.904789,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-12774969191,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
de3fe978-078d-4956-adb2-80b3c3bb42ba,borrower,36ce335b-5bae-404a-99db-a3f0079ab204,qi_risk,rejected,0.676681,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-13295397881,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3ebc1d7e-1791-473e-b463-11aed67ec567,borrower,8cfe853c-2152-43a2-aba9-f9e7e7cde26a,qi_risk,pending,0.423950,"{""income_verification"": ""ok""}","{""inss"": ""linked""}",NP-13393596501,,,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
