investor_id;type;name;document;email;phone_number;kyc_status;suitability_profile;preferred_payout_method;status;trace_id;created_at;updated_at;primary_wallet
3d30182c-2eda-4019-bb6f-de7619b65697;pf;Eduardo Santana Moreira;36275451887;eduardo.santana.moreira.12@yahoo.com.br;5,52791E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;28d87091-3dcd-477b-bf77-3944d47a234a
cdda9014-3472-483e-ba11-ab83c9a175ae;pf;Matheus Castro;93894879584;matheus.castro.13@outlook.com;5,57196E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e06a4849-7f02-4ac8-ab47-d8a818dc2804
14855eba-dab3-416d-9cf0-9de155f7de8f;pf;Diego Silva;84568180530;diego.silva.14@mail.com;5,54493E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;b84dc28b-74f9-4cac-9d0f-64d9dad20793
22b3e085-06c1-4f53-9ad7-3595ccdbc4c6;pf;Bianca Santos Martins;42284834906;bianca.santos.martins.15@gmail.com;5,59199E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;5713979f-0bdc-45a4-aad9-6b513a31582e
c22f4e35-0bfe-4db5-bb1c-366abb3b0b2a;pf;Marcelo Almeida;34789696017;marcelo.almeida.16@mail.com;5,59592E+12;approved;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;4755a8b1-2226-4af4-89a8-15264d3d88f4
a015facb-46ab-4fc9-97c6-a8ffce9d1f90;pf;Renan Almeida;3653429874;renan.almeida.17@mail.com;5,58497E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;4c618700-803b-4dfc-846c-235db97c55e5
866a745e-7573-4f6b-ba4d-66eaadb21c45;pf;Amanda Rocha Araujo;78133023429;amanda.rocha.araujo.18@yahoo.com.br;5,54291E+12;pending;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;a388359a-642d-4516-b5a6-59c58dcfbe76
2377b303-5e13-4f3b-b93f-bfae2fd73fee;pf;Murilo Castro Ribeiro;77806195122;murilo.castro.ribeiro.19@outlook.com;5,56992E+12;pending;aggressive;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;7b213ea8-9cc6-432d-8d38-7ec5cad94425
acda94f4-c220-4eba-9a1c-e83ca9671470;pf;Larissa Moreira;52368709203;larissa.moreira.20@mail.com;5,52795E+12;pending;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;495af13e-4968-4df6-998e-3009ea6e04af
33f12cb9-baa0-4f54-91e5-56960d29d102;pf;Renata Martins Campos;40405450310;renata.martins.campos.21@gmail.com;5,56197E+12;rejected;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;dcfa2564-db1e-447f-961c-96b89a3237fc
0c168aab-ab9d-4b43-921d-76642bb6714c;pf;Joao Cardoso;73673943891;joao.cardoso.22@yahoo.com.br;5,51594E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;74d6744c-6ef7-4e7c-b9bc-013a86e709af
05ec93a1-44ac-4ac9-a062-8af0bbd1cf3a;pf;Talita Dias;79755028355;talita.dias.23@gmail.com;5,59396E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;1e9f3792-5092-4cba-92d8-ebc5b99edca4
bad1ae7a-3647-4a6b-8cb3-5a8581999c5b;pf;Renan Pires Cardoso;34407915431;renan.pires.cardoso.24@outlook.com;5,53292E+12;pending;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;d6f83221-7f2d-4882-90de-93e3b06966d5
6c23c505-9938-44d3-9d07-f1cac949175c;pf;Julia Teixeira;77684072567;julia.teixeira.25@yahoo.com.br;5,58694E+12;pending;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;498612f0-978f-4474-9579-29d73d4cde02
9b0de2c8-7a14-49bb-9c5f-7f7a10bd70a1;pf;Diego Oliveira Santana;76938586737;diego.oliveira.santana.26@gmail.com;5,55198E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9fc9fbd1-e396-4bbd-9b60-8222503ba513
7f91b521-be1f-4437-8bb7-7e058cd529ac;pf;Rafaela Santos Ribeiro;19633065742;rafaela.santos.ribeiro.27@outlook.com;5,59593E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e639815b-7020-4d33-9c82-115ec8625bae
b51e2134-ad4b-4de7-88d5-111fd434122d;pf;William Nogueira Correia;87234761746;william.nogueira.correia.28@gmail.com;5,51196E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;3f1e3cb9-9724-4e91-9a31-c7cb5875e966
9eaa7c35-467c-4d7e-9eb9-87e44eed8124;pf;Julia Correia Gomes;74894531292;julia.correia.gomes.29@mail.com;5,54598E+12;rejected;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;15c0ddc3-d801-4ea1-b04e-d32f8d33a771
55e57534-c2a4-46e1-bb7b-d6bd465c9fde;pf;Rafaela Castro Batista;78595211025;rafaela.castro.batista.30@outlook.com;5,56896E+12;approved;conservative;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;d932dc38-4889-4ba5-9df1-000f87c3f956
98e8c999-a204-4a0c-9b11-aff802867705;pf;Vitor Campos;7189722911;vitor.campos.31@gmail.com;5,54192E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;68e0beed-1982-4e40-9855-756bce70beb2
f1c68fc4-80c0-4166-9a3b-998cdf0e1c17;pf;Helena Ribeiro;77466171870;helena.ribeiro.32@mail.com;5,59592E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;4f1390ed-3768-467a-8b8a-5deb7181b1d0
f605a7ae-b9ab-4750-9fd2-9009ca29fa06;pf;Priscila Gomes Batista;37688408606;priscila.gomes.batista.33@mail.com;5,59996E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9db0ab05-f9c5-4816-beb9-e188222c02d5
c4d8c55c-71c4-4912-bad9-8fe1cda534ee;pf;Andre Pereira Cavalcanti;97118985657;andre.pereira.cavalcanti.34@yahoo.com.br;5,52897E+12;approved;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e75b8641-d54a-462c-9159-d6cf91311641
dfb7ac0d-a563-40be-ade0-645a9b82d798;pf;Fernanda Barbosa Santana;75257971266;fernanda.barbosa.santana.35@outlook.com;5,51397E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;1044ec23-1bac-42bb-bd80-12bb36fa534a
2f763b05-0de7-4f26-af09-63ff528d50aa;pf;Caroline Ferreira;15399113325;caroline.ferreira.36@mail.com;5,57492E+12;approved;aggressive;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;c7f42f70-be8c-40cf-bc6e-c083b93896b0
b69843e8-986f-4bef-8786-cb1cded5e405;pf;Rafaela Pires Souza;66257144341;rafaela.pires.souza.37@outlook.com;5,54396E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;b8a78723-66a8-45d0-8a95-3a4067332a6a
3d902a38-b28b-4d20-b487-ff434de2029b;pf;Natalia Teixeira Nogueira;61790776289;natalia.teixeira.nogueira.38@yahoo.com.br;5,59994E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;763982da-f3ab-4759-be49-b3247defbac8
5d97cba4-6fc3-4634-8be6-cc904514d303;pf;Luana Souza Pires;51247938248;luana.souza.pires.39@yahoo.com.br;5,56397E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;98b42378-0869-462e-922e-13a811f3095b
706a4fbb-a0bc-40cc-a829-ffe6a57aaf9d;pf;Paulo Pereira;28982224415;paulo.pereira.40@gmail.com;5,51298E+12;rejected;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e100821a-44b6-4aab-9f46-ea637571cd22
afc554f2-96e4-47af-b275-7a1740cacaef;pf;Rafael Araujo Batista;15838528690;rafael.araujo.batista.41@outlook.com;5,58996E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;f1468d47-5a00-441f-a7e9-4560b14ea8ff
0c02454b-9a19-4b66-83e5-1223388f5273;pf;Elaine Castro Lima;66948513179;elaine.castro.lima.42@mail.com;5,59993E+12;rejected;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;ff977346-5dbe-4c05-a698-07f16916ac53
b0538579-521c-49b1-9468-ada5fe5a2bcf;pf;Talita Almeida;96895376131;talita.almeida.43@gmail.com;5,59695E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9c1f351b-4549-44c1-a1c7-d548cded96a0
7a8bb3eb-d41d-4d7c-b9cf-b4e5512f318c;pf;Bruna Rocha;42894412715;bruna.rocha.44@yahoo.com.br;5,512E+12;pending;conservative;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;669380b5-6738-4111-8a41-6e2439758ff2
bf6a7f99-1ad2-4cb0-bd28-e9be99c10b25;pf;Joao Moreira Ribeiro;79224497621;joao.moreira.ribeiro.45@gmail.com;5,547E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;8d0baf22-b2b6-4c48-aff8-1183c963c9a7
062825f6-c4d9-443e-9194-3f6f9e89cfca;pf;Maria Santana;72651845818;maria.santana.46@yahoo.com.br;5,54498E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;be68380f-caa2-45b5-b0a8-bcb5456135b0
8d132494-cbd5-4895-998a-02baf53f304c;pf;Luana Batista Almeida;90466653615;luana.batista.almeida.47@yahoo.com.br;5,57193E+12;approved;conservative;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;f3c82e5b-ab33-4b91-b982-15cdbc9baad8
3e10a94c-f47d-42a7-b0c8-56ad94b4458d;pf;Bruna Campos Rodrigues;65239963754;bruna.campos.rodrigues.48@outlook.com;5,57992E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;df0656bc-0789-495f-8e76-3e22d4b8f497
535627b6-0361-4992-82d9-af28ccf298ef;pf;Beatriz Costa Nogueira;20374229271;beatriz.costa.nogueira.49@gmail.com;5,58792E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;a166fa17-81ca-43bd-8888-7bfd75a6a767
6be9df34-feda-42e6-bf2f-2d56285b0cc2;pf;Mariana Dias Rocha;21901339359;mariana.dias.rocha.50@mail.com;5,57597E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e8cf2da5-ff1b-461e-bffb-2cc54f1f8e89
9fb99fed-481a-4012-bbbd-d62f596987c9;pf;Eduardo Dias;16820406331;eduardo.dias.51@yahoo.com.br;5,59497E+12;approved;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;99e9a4f4-b66b-4ea9-baaa-f5163c2f8a93
7fc643b1-2403-45d1-aa47-67a8bc14b7a8;pf;Gabriela Cavalcanti Barbosa;58468011096;gabriela.cavalcanti.barbosa.52@mail.com;5,53198E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;914e7472-3153-4573-b45e-0959fa80e7bd
103cace4-aaa6-4a90-b0b2-7d6b8d494e79;pf;Camila Rodrigues Pires;65366899906;camila.rodrigues.pires.53@gmail.com;5,53397E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;22e8691b-2193-4f84-8da7-70925e718808
7014ea44-ddf2-4055-85cd-eedfd36651ce;pf;Mariana Gomes Castro;8959986257;mariana.gomes.castro.54@mail.com;5,53296E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;a1f668f3-f4aa-45ad-a0bc-244b518cd83a
e67489ae-8980-4ee9-9ec0-cd191387f2fc;pf;Rodrigo Silva Silva;95292052636;rodrigo.silva.silva.55@outlook.com;5,52295E+12;pending;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;05ae3622-5dbc-4b65-8ee4-48b96c8cd83b
2026951c-bd26-4084-8f6f-b4b01e249ff1;pf;Lucas Castro;37655045772;lucas.castro.56@outlook.com;5,59197E+12;pending;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;fbb1b18a-0a34-4353-9819-eef8026932bf
412e563e-2810-4ee3-9c7d-df6291376e23;pf;Caio Dias;78230964140;caio.dias.57@gmail.com;5,58294E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;2dabeb95-7e6d-4d5c-9386-6c3d4e5169ee
6c4a74b8-2b38-4902-931b-feb691b072d6;pf;Caio Rocha;52646756559;caio.rocha.58@outlook.com;5,58498E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;aae4c0d0-6b01-42bf-95a3-42263976d805
250b90c5-4e06-40cb-99c1-cbbaed8f7cfb;pf;Caio Nogueira Santos;97115421167;caio.nogueira.santos.59@outlook.com;5,54691E+12;pending;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9edc2fd9-54e1-4643-b7d2-9986ea1074f0
9a75fdc2-109b-445e-9c05-eea1dd2cef2a;pf;Gabriela Carvalho;8841414261;gabriela.carvalho.60@mail.com;5,54392E+12;rejected;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;3d1692ab-59c2-4f83-8363-7e43284b812e
b876ac7c-b93e-42f0-89f1-cb9af6b6e5af;pf;Leticia Cavalcanti;19348053797;leticia.cavalcanti.61@yahoo.com.br;5,55491E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;1ab462f6-35af-4002-ade2-33b2352c08ef
d980a816-0171-45bd-a147-594f6670226e;pf;Gabriel Pereira Martins;36942951317;gabriel.pereira.martins.62@outlook.com;5,55192E+12;pending;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;702552ca-6ab8-40d9-8faa-047696cfaa2a
911e7561-f56a-4a31-89dd-5eaaedcc3f73;pf;Daniel Melo;8350021169;daniel.melo.63@outlook.com;5,52899E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;2d974ed4-d0be-43cf-b21c-f8bdc205a728
66961ca0-1a71-4e4d-a71e-3e23e4681ca1;pf;Pedro Souza Correia;29951529280;pedro.souza.correia.64@yahoo.com.br;5,52891E+12;approved;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;f5783ea2-def0-4a28-addd-0e8340391233
cb61abda-0a2f-4eea-8a8a-e16f96f6ed98;pf;Ana Melo Melo;86053080584;ana.melo.melo.65@mail.com;5,51998E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;02b0c219-fcc5-42f0-8c7d-94b53e1af581
411e6b21-47e8-457c-8334-96143ad7f887;pf;Daniel Santos Barbosa;13612084121;daniel.santos.barbosa.66@gmail.com;5,52197E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;6a7873d2-c0bf-477c-9a66-49bab4f0f69e
3554c4a4-1745-4105-b217-0b512a8e83f2;pf;Victoria Martins Rodrigues;7068774658;victoria.martins.rodrigues.67@outlook.com;5,59393E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;f5369df3-107d-4b34-9ffd-cc7b5ea7cb57
eec39d17-a8e2-4875-b5fb-48a4925ddfed;pf;Camila Silva;62400162597;camila.silva.68@mail.com;5,54295E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;45e96de6-b86d-48ef-9afa-0a66e490c46e
07ded2a6-27f2-4263-a828-5e7c84ee76ed;pf;Matheus Gomes Oliveira;91388104785;matheus.gomes.oliveira.69@yahoo.com.br;5,51798E+12;approved;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;3308c5d9-5d32-4111-994a-903b53df2c73
88ae430f-d3c2-4fb1-a6cd-2f94a6e1fc45;pf;Yasmin Lima Dias;21325462948;yasmin.lima.dias.70@outlook.com;5,53795E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;33bd3044-c273-47cb-a43e-a44946221afe
25840759-14e7-4c39-b181-e272b32607ff;pf;Gustavo Ferreira Teixeira;11102896082;gustavo.ferreira.teixeira.71@outlook.com;5,59599E+12;rejected;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;1419cdcc-daba-4bec-8905-6c42b526eadf
99243c4c-243a-4c32-8739-1ebf7b01a519;pf;Igor Santana Costa;6305581518;igor.santana.costa.72@mail.com;5,57496E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;6cd0dcab-e2d4-4915-8b9a-b02b5b427c6e
5abb229d-499c-450a-bf0d-6de77ad2eecf;pf;Isabela Santos;72943749807;isabela.santos.73@outlook.com;5,54696E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;072aa403-21d5-48e9-a0c1-dbae1d2144c1
83104809-5fde-4065-97ad-fec06e676c99;pf;Igor Martins;42744827887;igor.martins.74@outlook.com;5,53495E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;e855744b-b306-4dd7-bc91-5d1e1ef83921
a3d446cb-abbd-4313-9f74-2a3b66f026d5;pf;Gabriel Barbosa;9796916059;gabriel.barbosa.75@yahoo.com.br;5,57196E+12;rejected;aggressive;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;b8c8bfe5-06a2-415b-9a78-b360a6204217
cf994c53-9b18-4515-8319-9ea4ef759722;pf;Lucas Santos;51056493828;lucas.santos.76@yahoo.com.br;5,57798E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;710d86dd-76b6-4571-87b4-dad43d0e7abf
8c959a75-e2e2-4337-a032-a64e342713c4;pf;Bruno Almeida Correia;82192189864;bruno.almeida.correia.77@yahoo.com.br;5,51794E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;a4d0c515-a137-416a-85c1-eb7efc7269e9
cdba9c9e-0c36-45d5-a23b-6a0e6207baae;pf;Priscila Souza Pires;4158788131;priscila.souza.pires.78@mail.com;5,582E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;1ccbab5d-cf2d-4232-9a10-67166ac5b6d8
f87452c5-db90-4e3d-8641-a026d1906019;pf;Elaine Santana Araujo;96802983449;elaine.santana.araujo.79@mail.com;5,6E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;c0d4970c-b252-413e-8716-afc3d320d25c
aaf7c152-0c03-42df-b86c-8e186cf31773;pf;Leticia Moreira;80225715210;leticia.moreira.80@gmail.com;5,59992E+12;pending;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;b4a23d74-063e-4b09-94e4-c10083462227
8d5f2889-e34b-4b03-a0b3-789948c01681;pf;Ricardo Dias Pereira;66928923564;ricardo.dias.pereira.81@yahoo.com.br;5,54597E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;053c70b7-f7e5-4f19-8874-cc76a5b97da3
eea288b2-6cef-4960-9a62-2f4b5f70531c;pf;Leandro Almeida;51417396431;leandro.almeida.82@mail.com;5,57191E+12;approved;conservative;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;107ebbb2-a730-4682-8178-153fc17dcf93
18708a26-2273-46f8-bc6e-11ae28448234;pf;Leandro Ribeiro;3405030749;leandro.ribeiro.83@gmail.com;5,55394E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;425f61ec-50c1-4fbd-abb5-76dc316b4037
18775ded-ac9a-45dc-8f2c-4a2462753218;pf;Gabriela Araujo Silva;16097885897;gabriela.araujo.silva.84@gmail.com;5,58196E+12;rejected;moderate;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;af8a6827-1cc4-4002-8e26-a22d3db596c6
54fb7334-30ce-4bba-b7f7-1b4f8bebacdb;pf;Sergio Rodrigues;16217620603;sergio.rodrigues.85@mail.com;5,566E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;3a3c074a-cfa7-4ae5-b7ec-e5e41d551e05
2438c1eb-fd39-4153-b0b7-36b643fdbc00;pf;Julia Ribeiro;69363790723;julia.ribeiro.86@yahoo.com.br;5,51594E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;678efb8d-6f99-4c73-b5af-77030b6fab35
b3f87ec8-e1bf-4a84-8e97-cd693c494c62;pf;Mariana Lima Correia;94885986894;mariana.lima.correia.87@outlook.com;5,51698E+12;approved;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;56ab6c53-6a20-4f83-bf08-54b1f6f5fa17
28226621-0c70-4552-925c-8a8547eaf016;pf;Paulo Teixeira Martins;41211816550;paulo.teixeira.martins.88@yahoo.com.br;5,53798E+12;approved;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;13f6716d-9d81-49a4-af0f-b54ea0b00e36
dd364123-563a-4bac-8a9b-79befa326cd2;pf;Camila Barbosa;4948549956;camila.barbosa.89@mail.com;5,51694E+12;approved;moderate;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;54a7932d-0674-4143-bf6a-0d6c7a7cf848
73b48f58-3539-4162-badf-4510842f9e96;pf;Pedro Rocha Santana;30726040325;pedro.rocha.santana.90@mail.com;5,56699E+12;approved;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9485344b-d11f-4d99-bcab-20a98b22a91c
1c098ae7-f493-4beb-b585-fc67c72e592c;pf;Diego Dias Martins;61263930112;diego.dias.martins.91@yahoo.com.br;5,56197E+12;pending;aggressive;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;9bee7b1f-e8de-443a-9f12-a3cac952a261
e0ae3a7d-dd0b-490f-a4dc-10f541f2ad48;pf;Maria Martins Lima;62206817312;maria.martins.lima.92@mail.com;5,58992E+12;pending;conservative;wallet;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;c723f4c3-5916-4a37-80b8-28b90c04a97c
dfa43c50-afc0-4ba7-91a2-fe947428afe8;pf;Igor Correia Carvalho;76313956267;igor.correia.carvalho.93@mail.com;5,51597E+12;pending;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;bb52a1a6-319f-41a8-9d5a-f0f54e128a5d
bbf70bc9-1d3a-467e-851e-cc4ffb771a8c;pf;Natalia Batista;90270372730;natalia.batista.94@outlook.com;5,54498E+12;pending;moderate;ted;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;b275d0ee-06b4-47ef-885c-80c4cb977536
08683de4-c465-4857-96bd-f8b19e7d93c5;pf;Talita Cavalcanti;35360031605;talita.cavalcanti.95@yahoo.com.br;5,586E+12;pending;conservative;pix;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00;feca8636-04be-44bb-ab52-95b4d5118405
